




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Locust Grove                  6978                          4879                          69.92%
Tussahaw                      3409                          2580                          75.68%
Sandy Ridge                   4875                          3646                          74.79%
Westside                      6971                          3839                          55.07%
Lowes                         9878                          6846                          69.31%
South Hampton                 5476                          3858                          70.45%
North Hampton                 7156                          4935                          68.96%
Mt Carmel                     5335                          4032                          75.58%
Red Oak                       5610                          4090                          72.91%
Wesley Lakes                  6144                          4269                          69.48%
McDonough                     2838                          1999                          70.44%
McMullen                      3719                          2928                          78.73%
East Lake                     3389                          2736                          80.73%
Hickory Flat                  5122                          3913                          76.40%
Stockbridge East-West         6541                          4391                          67.13%
Stagecoach                    3546                          2417                          68.16%
Cotton Indian                 4785                          3332                          69.63%
Pleasant Grove                4135                          3220                          77.87%
Austin Road                   3374                          2548                          75.52%
Swan Lake                     3642                          2567                          70.48%
Shakerag                      4047                          2948                          72.84%
Ellenwood                     4275                          3208                          75.04%
Unity Grove                   4850                          3688                          76.04%
Shiloh                        4077                          2635                          64.63%
Pates Creek                   5214                          3649                          69.98%
Oakland                       4508                          3330                          73.87%
Lake Dow                      5049                          3854                          76.33%
Flippen                       4430                          3427                          77.36%
Stockbridge Central           4416                          2759                          62.48%
Kelleytown                    3452                          2795                          80.97%
Lighthouse                    3693                          2718                          73.60%
Dutchtown                     2751                          2046                          74.37%
Mt Bethel                     3535                          2680                          75.81%
Grove Park                    4079                          2778                          68.10%
Lake Haven                    4260                          3123                          73.31%
McDonough Central             4250                          3047                          71.69%
Timberridge                   2096                          1667                          79.53%
Total:                        171905                        123377                        71.77%

                                                                                                                                                                                                                                 President of the United States
                                                            Donald J. Trump (I) (Rep)                                                                                                                             Joseph R. Biden (Dem)                                                                                                                                 Jo Jorgensen (Lib)                                                                                                                                    
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Mt Bethel                     3535                          509                           961                           310                           1                             1781                          1781                          
Grove Park                    4079                          338                           1223                          422                           2                             1985                          1985                          
Lake Haven                    4260                          336                           1467                          529                           1                             2333                          2333                          
McDonough Central             4250                          266                           1467                          657                           0                             2390                          2390                          
Timberridge                   2096                          214                           729                           255                           1                             1199                          1199                          
Totals:                       171905                        12787                         59354                         24300                         85                            96526                         96526                         

                                                                                                  Coroner
                                                            Donald W. Cleveland (I) (Dem)                                                                                                                         
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          506                           2619                          1020                          3                             4148                          4148                          
Tussahaw                      3409                          388                           926                           284                           0                             1598                          1598                          
Sandy Ridge                   4875                          539                           1564                          417                           4                             2524                          2524                          
Westside                      6971                          617                           1811                          1009                          7                             3444                          3444                          
Lowes                         9878                          724                           3369                          1606                          7                             5706                          5706                          
South Hampton                 5476                          408                           1955                          672                           2                             3037                          3037                          
North Hampton                 7156                          487                           2552                          996                           2                             4037                          4037                          
Mt Carmel                     5335                          352                           2231                          958                           1                             3542                          3542                          
Red Oak                       5610                          387                           2356                          916                           1                             3660                          3660                          
Wesley Lakes                  6144                          486                           2328                          926                           4                             3744                          3744                          
McDonough                     2838                          230                           1007                          458                           4                             1699                          1699                          
McMullen                      3719                          402                           1228                          406                           0                             2036                          2036                          
East Lake                     3389                          248                           1212                          443                           0                             1903                          1903                          
Hickory Flat                  5122                          376                           1993                          819                           1                             3189                          3189                          
Stockbridge East-West         6541                          441                           2331                          1178                          5                             3955                          3955                          
Stagecoach                    3546                          255                           1178                          448                           1                             1882                          1882                          
Cotton Indian                 4785                          296                           1727                          548                           4                             2575                          2575                          
Pleasant Grove                4135                          208                           1487                          557                           5                             2257                          2257                          
Austin Road                   3374                          176                           1385                          476                           2                             2039                          2039                          
Swan Lake                     3642                          246                           1119                          422                           1                             1788                          1788                          
Shakerag                      4047                          261                           1724                          694                           1                             2680                          2680                          
Ellenwood                     4275                          202                           1846                          799                           1                             2848                          2848                          
Unity Grove                   4850                          338                           1586                          489                           2                             2415                          2415                          
Shiloh                        4077                          382                           1314                          564                           8                             2268                          2268                          
Pates Creek                   5214                          258                           1655                          894                           6                             2813                          2813                          
Oakland                       4508                          330                           1526                          684                           1                             2541                          2541                          
Lake Dow                      5049                          397                           1718                          702                           1                             2818                          2818                          
Flippen                       4430                          253                           1734                          861                           0                             2848                          2848                          
Stockbridge Central           4416                          314                           1428                          569                           2                             2313                          2313                          
Kelleytown                    3452                          325                           1286                          430                           0                             2041                          2041                          
Lighthouse                    3693                          238                           1367                          534                           0                             2139                          2139                          
Dutchtown                     2751                          197                           846                           425                           2                             1470                          1470                          
Mt Bethel                     3535                          536                           1003                          306                           1                             1846                          1846                          
Grove Park                    4079                          340                           1255                          429                           2                             2026                          2026                          
Lake Haven                    4260                          348                           1500                          535                           1                             2384                          2384                          
McDonough Central             4250                          266                           1501                          663                           0                             2430                          2430                          
Timberridge                   2096                          224                           751                           259                           1                             1235                          1235                          
Totals:                       171905                        12981                         60418                         24396                         83                            97878                         97878                         

                                                                                                                                                             County Commission Chair
                                                            June Barnes Wood (I) (Rep)                                                                                                                            Carlotta Harrell (Dem)                                                                                                                                
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          224                           1070                          255                           1                             1550                          346                           1975                          873                           2                             3196                          4746                          
Tussahaw                      3409                          539                           1288                          252                           0                             2079                          69                            202                           143                           0                             414                           2493                          
Sandy Ridge                   4875                          621                           1763                          274                           1                             2659                          122                           483                           252                           3                             860                           3519                          
Westside                      6971                          136                           350                           151                           0                             637                           537                           1617                          929                           7                             3090                          3727                          
Lowes                         9878                          294                           1452                          387                           1                             2134                          544                           2609                          1392                          6                             4551                          6685                          
South Hampton                 5476                          225                           1295                          226                           1                             1747                          253                           1200                          534                           1                             1988                          3735                          
North Hampton                 7156                          236                           1348                          318                           0                             1902                          336                           1765                          810                           2                             2913                          4815                          
Mt Carmel                     5335                          111                           546                           194                           0                             851                           288                           1962                          829                           1                             3080                          3931                          
Red Oak                       5610                          103                           397                           180                           0                             680                           326                           2152                          822                           1                             3301                          3981                          
Wesley Lakes                  6144                          128                           603                           212                           1                             944                           404                           2010                          817                           4                             3235                          4179                          
McDonough                     2838                          91                            336                           108                           0                             535                           172                           825                           412                           5                             1414                          1949                          
McMullen                      3719                          477                           1193                          243                           0                             1913                          120                           523                           261                           0                             904                           2817                          
East Lake                     3389                          242                           1305                          328                           0                             1875                          92                            440                           224                           0                             756                           2631                          
Hickory Flat                  5122                          146                           835                           268                           0                             1249                          292                           1575                          684                           1                             2552                          3801                          
Stockbridge East-West         6541                          111                           409                           210                           4                             734                           367                           2114                          1055                          1                             3537                          4271                          
Stagecoach                    3546                          105                           651                           174                           1                             931                           203                           847                           357                           1                             1408                          2339                          
Cotton Indian                 4785                          185                           917                           245                           1                             1348                          193                           1272                          416                           3                             1884                          3232                          
Pleasant Grove                4135                          196                           1121                          285                           1                             1603                          116                           953                           444                           5                             1518                          3121                          
Austin Road                   3374                          79                            541                           164                           0                             784                           135                           1155                          408                           2                             1700                          2484                          
Swan Lake                     3642                          194                           905                           206                           0                             1305                          152                           685                           334                           2                             1173                          2478                          
Shakerag                      4047                          57                            228                           78                            0                             363                           233                           1628                          664                           2                             2527                          2890                          
Ellenwood                     4275                          49                            355                           128                           0                             532                           176                           1684                          751                           1                             2612                          3144                          
Unity Grove                   4850                          410                           1757                          292                           1                             2460                          101                           649                           345                           1                             1096                          3556                          
Shiloh                        4077                          122                           484                           136                           1                             743                           299                           1034                          481                           7                             1821                          2564                          
Pates Creek                   5214                          128                           895                           438                           4                             1465                          196                           1214                          675                           2                             2087                          3552                          
Oakland                       4508                          216                           967                           290                           1                             1474                          211                           1025                          525                           1                             1762                          3236                          
Lake Dow                      5049                          407                           1432                          414                           1                             2254                          157                           866                           458                           1                             1482                          3736                          
Flippen                       4430                          113                           628                           306                           1                             1048                          181                           1407                          703                           0                             2291                          3339                          
Stockbridge Central           4416                          78                            459                           164                           0                             701                           269                           1209                          498                           2                             1978                          2679                          
Kelleytown                    3452                          340                           1099                          241                           0                             1680                          114                           648                           275                           0                             1037                          2717                          
Lighthouse                    3693                          124                           592                           202                           0                             918                           175                           1105                          447                           0                             1727                          2645                          
Dutchtown                     2751                          133                           609                           226                           0                             968                           129                           550                           326                           2                             1007                          1975                          
Mt Bethel                     3535                          637                           1080                          163                           1                             1881                          145                           373                           204                           0                             722                           2603                          
Grove Park                    4079                          273                           1035                          176                           1                             1485                          172                           684                           341                           1                             1198                          2683                          
Lake Haven                    4260                          284                           1044                          270                           1                             1599                          178                           874                           371                           1                             1424                          3023                          
McDonough Central             4250                          93                            783                           342                           0                             1218                          208                           1050                          464                           0                             1722                          2940                          
Timberridge                   2096                          240                           583                           156                           2                             981                           73                            383                           168                           0                             624                           1605                          
Totals:                       171905                        8147                          32355                         8702                          26                            49230                         8084                          42747                         19692                         68                            70591                         119821                        

                                                                             County Commission District 1
                                                            Johnny Wilson (I) (Rep)                                                                                                                               
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          418                           2075                          618                           1                             3112                          3112                          
Tussahaw                      3409                          582                           1412                          329                           0                             2323                          2323                          
Sandy Ridge                   4875                          714                           2036                          395                           0                             3145                          3145                          
Westside                      6971                          257                           668                           309                           1                             1235                          1235                          
Lowes                         9878                          70                            385                           102                           0                             557                           557                           
Unity Grove                   4850                          484                           2087                          435                           0                             3006                          3006                          
Shiloh                        4077                          302                           1023                          350                           0                             1675                          1675                          
Grove Park                    4079                          359                           1418                          317                           0                             2094                          2094                          
Totals:                       45117                         3186                          11104                         2855                          2                             17147                         17147                         

                                                                                                                                                        County Commission District 2
                                                            Steve Richardson (Rep)                                                                                                                                Dee Clemmons (I) (Dem)                                                                                                                                
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Lowes                         9878                          243                           1126                          294                           0                             1663                          523                           2499                          1351                          1                             4374                          6037                          
South Hampton                 5476                          222                           1307                          233                           1                             1763                          258                           1209                          533                           0                             2000                          3763                          
North Hampton                 7156                          228                           1370                          312                           0                             1910                          345                           1754                          812                           0                             2911                          4821                          
Mt Carmel                     5335                          95                            535                           179                           0                             809                           303                           1973                          844                           1                             3121                          3930                          
Pates Creek                   5214                          126                           857                           402                           1                             1386                          145                           1017                          591                           0                             1753                          3139                          
Oakland                       4508                          214                           985                           304                           0                             1503                          215                           1016                          522                           0                             1753                          3256                          
Dutchtown                     2751                          124                           622                           229                           0                             975                           141                           545                           323                           0                             1009                          1984                          
Totals:                       40318                         1252                          6802                          1953                          2                             10009                         1930                          10013                         4976                          2                             16921                         26930                         

                                                                                                                                                         Constitutional Amendment #1
                                                            YES                                                                                                                                                   NO                                                                                                                                                    
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          433                           2307                          897                           1                             3638                          133                           688                           207                           2                             1030                          4668                          
Tussahaw                      3409                          465                           1083                          323                           0                             1871                          136                           349                           68                            0                             553                           2424                          
Sandy Ridge                   4875                          560                           1740                          441                           3                             2744                          168                           484                           94                            0                             746                           3490                          
Westside                      6971                          509                           1447                          809                           5                             2770                          160                           486                           233                           1                             880                           3650                          
Lowes                         9878                          646                           3141                          1441                          5                             5233                          180                           848                           305                           1                             1334                          6567                          
South Hampton                 5476                          368                           1892                          596                           2                             2858                          114                           580                           143                           0                             837                           3695                          
North Hampton                 7156                          415                           2372                          938                           2                             3727                          145                           695                           171                           0                             1011                          4738                          
Mt Carmel                     5335                          298                           1966                          851                           0                             3115                          95                            511                           158                           1                             765                           3880                          
Red Oak                       5610                          318                           2003                          836                           1                             3158                          97                            520                           147                           0                             764                           3922                          
Wesley Lakes                  6144                          396                           1988                          825                           5                             3214                          130                           582                           161                           0                             873                           4087                          
McDonough                     2838                          194                           889                           404                           2                             1489                          70                            252                           105                           2                             429                           1918                          
McMullen                      3719                          451                           1322                          435                           0                             2208                          135                           374                           70                            0                             579                           2787                          
East Lake                     3389                          258                           1385                          473                           0                             2116                          68                            326                           76                            0                             470                           2586                          
Hickory Flat                  5122                          332                           1857                          748                           1                             2938                          101                           501                           179                           0                             781                           3719                          
Stockbridge East-West         6541                          363                           1923                          1003                          4                             3293                          121                           568                           211                           0                             900                           4193                          
Stagecoach                    3546                          232                           1125                          420                           2                             1779                          68                            342                           100                           0                             510                           2289                          
Cotton Indian                 4785                          287                           1632                          520                           4                             2443                          79                            512                           133                           0                             724                           3167                          
Pleasant Grove                4135                          238                           1615                          589                           4                             2446                          69                            441                           128                           1                             639                           3085                          
Austin Road                   3374                          161                           1315                          458                           1                             1935                          49                            360                           90                            1                             500                           2435                          
Swan Lake                     3642                          258                           1232                          452                           0                             1942                          79                            340                           84                            0                             503                           2445                          
Shakerag                      4047                          221                           1404                          567                           2                             2194                          64                            429                           147                           0                             640                           2834                          
Ellenwood                     4275                          175                           1598                          692                           1                             2466                          49                            409                           162                           0                             620                           3086                          
Unity Grove                   4850                          378                           1809                          530                           2                             2719                          120                           543                           100                           0                             763                           3482                          
Shiloh                        4077                          314                           1113                          471                           2                             1900                          98                            374                           125                           3                             600                           2500                          
Pates Creek                   5214                          267                           1626                          900                           4                             2797                          57                            455                           184                           2                             698                           3495                          
Oakland                       4508                          324                           1571                          655                           0                             2550                          99                            387                           153                           2                             641                           3191                          
Lake Dow                      5049                          442                           1793                          728                           1                             2964                          118                           462                           135                           1                             716                           3680                          
