county,precinct_id,precinct_name,SHAPE_idx,PART_idx,RES_idx
Clayton,LJ3,Lovejoy 3,830.0,468.0,1013.0
Clayton,LJ2,Lovejoy 2,868.0,509.0,1012.0
Clayton,1,Ellenwood 1,,,983.0
Clayton,MO1,Morrow 1,855.0,493.0,1018.0
Clayton,MO2,Morrow 2,877.0,470.0,1019.0
Clayton,MO3,Morrow 3,847.0,471.0,1020.0
Clayton,MO4,Morrow 4,848.0,472.0,1021.0
Clayton,FP6,Forest Park 6,859.0,466.0,990.0
Clayton,99999,Absentee (outside US),,467.0,
Clayton,FP5,Forest Park 5,841.0,465.0,989.0
Clayton,FP4,Forest Park 4,850.0,464.0,988.0
Clayton,FP3,Forest Park 3,840.0,462.0,987.0
Clayton,MO5,Morrow 5,860.0,473.0,1022.0
Clayton,FP2,Forest Park 2,865.0,461.0,986.0
Clayton,FP1,Forest Park 1,837.0,460.0,985.0
Clayton,EW1,Ellenwood 2,854.0,463.0,984.0
Clayton,MO7,Morrow 7,879.0,474.0,1024.0
Clayton,MO8,Morrow 8,869.0,496.0,1025.0
Clayton,88888,Absentee (domestic),,469.0,
Clayton,RD12,Riverdale 12,871.0,510.0,1047.0
Clayton,MO6,Morrow 6,846.0,495.0,1023.0
Clayton,RD11,Riverdale 11,828.0,492.0,1046.0
Clayton,RD08,Riverdale 8,838.0,489.0,1043.0
Clayton,RD10,Riverdale 10,849.0,491.0,1045.0
Clayton,11,Morrow 11,,,1028.0
Clayton,LJ4,Lovejoy 4,880.0,512.0,1014.0
Clayton,LJ5,Lovejoy 5,842.0,494.0,1015.0
Clayton,RD09,Riverdale 9,827.0,490.0,1044.0
Clayton,5,Oak 5,,,1033.0
Clayton,RD07,Riverdale 7,872.0,488.0,1042.0
Clinch,AG,Argyle,882.0,523.0,1121.0
Clinch,Homerville,Homerville,883.0,524.0,1124.0
Clinch,Arabia,Arabia,886.0,522.0,1120.0
Clinch,88888,Absentee (domestic),,525.0,
Clinch,Fargo,Fargo,885.0,521.0,1123.0
Clinch,Dupont,Dupont,884.0,520.0,1122.0
Cobb,SI01,Simpson 01,979.0,666.0,2553.0
Cobb,AU1A,Austell,969.0,533.0,2437.0
Cobb,BF02,Bells Ferry 02,929.0,537.0,2438.0
Cobb,CA01,Chattahoochee 01,894.0,543.0,2449.0
Cobb,SO03,Sope Creek 03,895.0,669.0,2566.0
Cobb,BF03,Bells Ferry 03,950.0,538.0,2439.0
Cobb,AC1B,Acworth,1009.0,527.0,2434.0
Cobb,BT02,Bryant 02,947.0,549.0,2447.0
Cobb,AC1C,Acworth,966.0,528.0,2435.0
Cobb,BT01,Bryant 01,1008.0,548.0,2446.0
Cobb,BR02,Birney 02,994.0,547.0,2445.0
Cobb,BR01,Birney 01,904.0,545.0,2444.0
Cobb,SW01,Sweetwater 01,980.0,657.0,2567.0
Cobb,AD01,Addison 01,984.0,529.0,2436.0
Cobb,BG01,Big Shanty 01,914.0,539.0,2441.0
Cobb,BK01,Baker 01,976.0,544.0,2443.0
Cobb,88888,Absentee (domestic),,532.0,
Cobb,BG02,Big Shanty 02,917.0,542.0,2442.0
Cobb,AC1A,Acworth,905.0,526.0,2433.0
Cobb,BW01,Blackwell 01,954.0,546.0,2448.0
Cobb,SW02,Sweetwater 02,998.0,645.0,2568.0
Cobb,PO01,Post Oak 01,890.0,577.0,2540.0
Cobb,EL05,Elizabeth 05,951.0,625.0,2470.0
Cobb,MD01,Murdock 01,898.0,623.0,2504.0
Cobb,WG02,Wade Green 02,949.0,655.0,2576.0
Cobb,ME01,Mceachern 01,1002.0,622.0,2505.0
Cobb,MK01,Mccleskey 01,1005.0,620.0,2506.0
Cobb,Smyrna,Smyrna,,,2559.0
Cobb,ML01,Mcclure 01,941.0,619.0,2507.0
Cobb,FY01,Frey 01,899.0,560.0,2476.0
Cobb,FR01,Ford 01,948.0,559.0,2475.0
Cobb,FP01,Fullers Park 01,961.0,558.0,2474.0
Cobb,PT01,Pitner 01,997.0,587.0,2546.0
Cobb,PS3A,Powder Springs,996.0,571.0,2545.0
Cobb,FO04,Fair Oaks 04,1010.0,556.0,2473.0
Cobb,Marietta,Marietta,,,2512.0
Cobb,MC01,Macland 01,1003.0,608.0,2503.0
Cobb,FO02,Fair Oaks 02,985.0,555.0,2472.0
Cobb,RS01,Riverside 01,960.0,654.0,2548.0
Cobb,SN5A,Smyrna,1020.0,632.0,2561.0
Cobb,SN6A,Smyrna,1024.0,636.0,2562.0
Cobb,EP01,East Piedmont 01,897.0,574.0,2471.0
Cobb,RW01,Roswell 01,910.0,668.0,2549.0
Cobb,RW02,Roswell 02,891.0,661.0,2550.0
Cobb,2,Dobbins 02,,,2459.0
Cobb,MR1A,Marietta,927.0,618.0,2508.0
Cobb,SA01,Sandy Plains 01,992.0,663.0,2551.0
Cobb,EL04,Elizabeth 04,944.0,550.0,2469.0
Cobb,EL03,Elizabeth 03,924.0,659.0,2468.0
Cobb,LI01,Lindley 01,928.0,627.0,2493.0
Cobb,EL01,Elizabeth 01,945.0,660.0,2466.0
Cobb,RM01,Rocky Mount 01,908.0,653.0,2547.0
Cobb,MR2A,Marietta,1017.0,614.0,2509.0
Cobb,MB01,Mabry 01,1011.0,624.0,2502.0
Cobb,SN4A,Smyrna,932.0,631.0,2560.0
Cobb,KP03,Kemp 03,903.0,600.0,2491.0
Cobb,KP02,Kemp 02,989.0,599.0,2490.0
Cobb,KP01,Kemp 01,991.0,598.0,2489.0
Cobb,KL01,Kell 01,1006.0,597.0,2488.0
Cobb,KE5A,Kennesaw,902.0,593.0,2487.0
Cobb,KE4A,Kennesaw,957.0,591.0,2486.0
Cobb,LM01,Lost Mountain 01,906.0,604.0,2494.0
Cobb,CH02,Cheatham Hill 02,936.0,541.0,2450.0
Cobb,KE3A,Kennesaw,935.0,590.0,2485.0
Cobb,KE2A,Kennesaw,973.0,605.0,2484.0
Cobb,KE1A,Kennesaw,942.0,607.0,2483.0
Cobb,LM02,Lost Mountain 02,925.0,603.0,2495.0
Cobb,LM03,Lost Mountain 03,889.0,602.0,2496.0
Cobb,MA04,Mableton 04,1027.0,592.0,2501.0
Cobb,SN1A,Smyrna,952.0,648.0,2556.0
Cobb,Jb13,,,621.0,
Cobb,WL01,Willeo 01,900.0,651.0,2577.0
Cobb,MA01,Mableton 01,946.0,596.0,2498.0
Cobb,MA02,Mableton 02,990.0,595.0,2499.0
Cobb,HY01,Hayes 01,915.0,617.0,2482.0
Cobb,SN2A,Smyrna,982.0,647.0,2557.0
Cobb,HT01,Hightower 01,956.0,616.0,2481.0
Cobb,HR01,Harrison 01,940.0,615.0,2480.0
Cobb,HL01,Harmony-Leland 01,959.0,613.0,2479.0
Cobb,MA03,Mableton 03,1007.0,594.0,2500.0
Cobb,GT01,Gritters 01,938.0,588.0,2478.0
Cobb,GM01,Garrison Mill 01,975.0,566.0,2477.0
Cobb,SN3A,Smyrna,978.0,628.0,2558.0
Cobb,LM04,Lost Mountain 04,993.0,601.0,2497.0
Cobb,MR2B,Marietta,977.0,612.0,2510.0
Cobb,EL02,Elizabeth 02,922.0,658.0,2467.0
Cobb,MR4A,Marietta,1019.0,610.0,2513.0
Cobb,MR3A,Marietta,1014.0,611.0,2511.0
Cobb,NP01,Norton Park 01,931.0,567.0,2528.0
Cobb,NS01,Nicholson 01,933.0,569.0,2529.0
Cobb,VG04,Vinings 04,892.0,662.0,2575.0
Cobb,CR01,Chestnut Ridge 01,923.0,530.0,2456.0
Cobb,VG03,Vinings 03,962.0,664.0,2574.0
Cobb,VG02,Vinings 02,926.0,667.0,2573.0
Cobb,OK01,Oakdale 01,967.0,586.0,2530.0
Cobb,VG01,Vinings 01,893.0,629.0,2572.0
Cobb,VA01,Vaughan 01,901.0,630.0,2571.0
Cobb,CO01,Cooper 01,1015.0,531.0,2455.0
Cobb,SO02,Sope Creek 02,963.0,646.0,2565.0
Cobb,OR01,Oregon 01,1025.0,570.0,2531.0
Cobb,TR01,Timber Ridge 01,981.0,633.0,2570.0
Cobb,NJ01,Nickajack 01,1004.0,552.0,2527.0
Cobb,OR02,Oregon 02,1016.0,585.0,2532.0
Cobb,TM01,Terrell Mill 01,970.0,644.0,2569.0
Cobb,13,,,652.0,
Cobb,OR04,Oregon 04,988.0,583.0,2534.0
Cobb,OR05,Oregon 05,1026.0,582.0,2535.0
Cobb,CL02,Clarkdale 02,887.0,534.0,2454.0
Cobb,CL01,Clarkdale 01,1022.0,535.0,2453.0
Cobb,SM01,Sewell Mill 01,971.0,650.0,2554.0
Cobb,CK01,Chalker 01,974.0,536.0,2452.0
Cobb,PP01,Pope 01,995.0,626.0,2541.0
Cobb,PE01,Pebblebrook 01,1000.0,581.0,2536.0
Cobb,PF01,Powers Ferry 01,1018.0,580.0,2537.0
Cobb,PM01,Pine Mountain 01,930.0,579.0,2538.0
Cobb,CH03,Cheatham Hill 03,987.0,540.0,2451.0
Cobb,PM02,Pine Mountain 02,965.0,578.0,2539.0
Cobb,OR03,Oregon 03,943.0,584.0,2533.0
Cobb,SM03,Sewell Mill 03,919.0,649.0,2555.0
Cobb,LA01,Lassiter 01,934.0,576.0,2492.0
Cobb,PR01,Palmer 01,958.0,575.0,2542.0
Cobb,MR4B,Marietta,918.0,551.0,2514.0
Cobb,EA02,Eastside 02,921.0,634.0,2465.0
Cobb,EA01,Eastside 01,999.0,635.0,2464.0
Cobb,MR4C,Marietta,983.0,609.0,2515.0
Cobb,MR5A,Marietta,1013.0,589.0,2516.0
Cobb,PS2A,Powder Springs,1023.0,572.0,2544.0
Cobb,DV01,Davis 01,939.0,638.0,2463.0
Cobb,MR5B,Marietta,955.0,606.0,2517.0
Cobb,MR6A,Marietta,1012.0,568.0,2518.0
Cobb,DU01,Durham 01,953.0,640.0,2462.0
Cobb,MR6B,Marietta,972.0,565.0,2519.0
Cobb,DO01,Dodgen 01,911.0,642.0,2461.0
Cobb,SF01,Shallowford Falls 01,916.0,665.0,2552.0
Cobb,DL01,Dowell 01,1021.0,643.0,2460.0
Cobb,DI01,Dobbins 01,896.0,639.0,2458.0
Cobb,MR7A,Marietta,912.0,564.0,2520.0
Cobb,MS02,Mars Hill 02,964.0,562.0,2522.0
Cobb,NC01,North Cobb 01,986.0,553.0,2526.0
Cobb,SO01,Sope Creek 01,1001.0,641.0,2564.0
Cobb,PS1A,Powder Springs,968.0,573.0,2543.0
Cobb,DC01,Dickerson 01,937.0,656.0,2457.0
Cobb,MS01,Mars Hill 01,920.0,563.0,2521.0
Cobb,MT04,Mt Bethel 04,909.0,554.0,2525.0
Cobb,4,Bells Ferry 04,,,2440.0
Cobb,SN7A,Smyrna,888.0,637.0,2563.0
Cobb,MT01,Mt Bethel 01,907.0,561.0,2523.0
Cobb,MT03,Mt Bethel 03,913.0,557.0,2524.0
Coffee,4,Broxton,1032.0,676.0,1875.0
Coffee,88888,Absentee (domestic),,672.0,
Coffee,3,Bridgetown,1030.0,674.0,1874.0
Coffee,5,Nicholls,1031.0,677.0,1876.0
Coffee,1,,,671.0,
Coffee,1,Douglas,1028.0,670.0,1872.0
Coffee,2,Ambrose,1029.0,673.0,1873.0
Coffee,6,West Green,1033.0,675.0,1877.0
Colquitt,Shaw,Shaw,1041.0,691.0,751.0
Colquitt,2,Moultrie,1037.0,694.0,752.0
Colquitt,Lee,Lee,1045.0,679.0,761.0
Colquitt,11,Funston,1036.0,684.0,757.0
Colquitt,12,Hamilton,1042.0,683.0,758.0
Colquitt,16,Millcreek,1044.0,680.0,762.0
Colquitt,14,Hopewell,1049.0,688.0,760.0
Colquitt,23,Warrior,1034.0,690.0,769.0
Colquitt,13,Hartsfield,1048.0,689.0,759.0
Colquitt,21,Thigpen,1040.0,678.0,767.0
Colquitt,20,Robinson,1051.0,687.0,766.0
Colquitt,9,Crosland,1047.0,696.0,755.0
Colquitt,7,Autreyville,1038.0,693.0,753.0
Colquitt,Monk,Monk,1035.0,681.0,763.0
Colquitt,Tyty,Tyty,1043.0,692.0,768.0
Colquitt,18,Murphy,1046.0,682.0,764.0
Colquitt,19,Norman Park,1039.0,685.0,765.0
Colquitt,8,Bridgecreek,1050.0,695.0,754.0
Colquitt,10,Doerun,1052.0,686.0,756.0
Columbia,137,Christ The King Luth Church,1098.0,704.0,1424.0
Columbia,17,Patriots Park (/),1074.0,703.0,1381.0
Columbia,33,Grovetown Public Safety Station,1068.0,707.0,1391.0
Columbia,16,Woodlawn Baptist Church,1077.0,725.0,1380.0
Columbia,90,Abilene Baptist,1093.0,727.0,1407.0
Columbia,51,Damascus Baptist Church,1054.0,739.0,1395.0
Columbia,50,Second Mt Carmel Baptist Church,1055.0,738.0,1394.0
Columbia,20,Harlem Branch Library,1065.0,716.0,1383.0
Columbia,107,Gospel Water Branch,1062.0,715.0,1410.0
Columbia,15,Lewis Methodist Church,1078.0,709.0,1379.0
Columbia,115,Martinez Baptist,1095.0,699.0,1415.0
Columbia,108,Genesis Church,1101.0,706.0,1411.0
Columbia,60,Col Cty Board Of Edu,1084.0,732.0,1396.0
Columbia,17,Patriots Park,1073.0,703.0,
Columbia,105,Stevens Creek Church,1100.0,722.0,
Columbia,61,Greenbrier High,1057.0,737.0,1397.0
Columbia,62,Riverview Church,1079.0,736.0,1399.0
Columbia,18,New Life Church,1072.0,702.0,1382.0
Columbia,63,Blue Ridge Elementary,1058.0,731.0,1423.0
Columbia,64,Grace Baptist Church,1056.0,741.0,1400.0
Columbia,65,Christ Sanctified,1083.0,734.0,1401.0
Columbia,85,Trinity Baptist Church,1087.0,728.0,1406.0
Columbia,125,Church Of Our Savior,1089.0,708.0,1417.0
Columbia,17,Patriots Park (/),1075.0,703.0,
Columbia,80,Westside Baptist Church,1092.0,743.0,1405.0
Columbia,25,Bessie Thomas Center,1064.0,714.0,1386.0
Columbia,100,Augusta Christian,1099.0,700.0,1408.0
Columbia,32,G A Apostolic Church,1080.0,723.0,1390.0
Columbia,31,Grovetown Methodist Church,1070.0,720.0,1389.0
Columbia,30,Liberty Park-Grovetown,1069.0,719.0,1388.0
Columbia,34,Parkway Baptist Church,1071.0,724.0,1398.0
Columbia,136,Blueridge Elementary,1097.0,726.0,
Columbia,SMMBC,Second Mt Moriah Baptist Church,,,1385.0
Columbia,110,Mtz Col Fire Hdqtr.,1094.0,717.0,1413.0
Columbia,135,Christ Church Presbyterian,1061.0,730.0,1422.0
Columbia,134,Col Cty Main Library,1091.0,701.0,1421.0
Columbia,76,Marvin Methodist Church,1086.0,735.0,1404.0
Columbia,40,Eubank-Blanchard Center,1053.0,742.0,1393.0
Columbia,132,Wesley Methodist,1060.0,705.0,1420.0
Columbia,120,Gold Cross Ems,1088.0,711.0,1416.0
Columbia,131,Journey Comm. Church,1059.0,697.0,1419.0
Columbia,99999,Absentee (outside US),,729.0,
Columbia,SRP,Savannah Rapids Pavilion,,,1409.0
Columbia,111,Lakeside Middle,1096.0,718.0,1414.0
Columbia,75,Belair Baptist Church,1081.0,740.0,1403.0
Columbia,74,Mtz Col Fire Dept #,1085.0,713.0,
Columbia,130,West Acres Baptist,1090.0,698.0,1418.0
Columbia,HSC,Harlem Senior Center,,,1384.0
Columbia,109,Stevens Creek Church,1063.0,710.0,1412.0
Columbia,26,Philadelphia Church,1066.0,712.0,1387.0
Columbia,70,Blanchard Park,1082.0,733.0,1402.0
Columbia,10,Kiokee Baptist Church,1067.0,721.0,1378.0
Columbia,GFBC,Grove First Baptist Church,,,1392.0
Cook,Lenox,Lenox,1103.0,750.0,1694.0
Cook,Cecil,Cecil,1104.0,744.0,1691.0
Cook,DB,Delle Beamguard,1106.0,748.0,1692.0
Cook,NL,New Life Baptist Church,1105.0,745.0,1696.0
Cook,Massee,Massee,1108.0,749.0,1695.0
Cook,Sparks,Sparks,1107.0,747.0,1698.0
Cook,Riverbend,Riverbend,1102.0,751.0,1697.0
Cook,EP,Elm Pine,1109.0,746.0,1693.0
Coweta,7,Fischer Road,1121.0,771.0,2207.0
Coweta,12,Panther Creek,1125.0,752.0,2212.0
Coweta,8,Cedar Creek,1115.0,757.0,2208.0
Coweta,17,Central,1130.0,753.0,2216.0
Coweta,1,Senoia,1110.0,780.0,2201.0
Coweta,714a1,,,755.0,
Coweta,9,Grantville,1111.0,756.0,2209.0
Coweta,20,Expo Center,1134.0,754.0,2219.0
Coweta,10,Haralson,1128.0,767.0,2210.0
Coweta,14,Turin,1112.0,774.0,2214.0
Coweta,3,Pine Road,1116.0,764.0,2203.0
Coweta,4,Dresden,1117.0,769.0,2204.0
Coweta,99999,Absentee (outside US),,759.0,
Coweta,18,Panther Creek,1129.0,762.0,
Coweta,28,Jefferson Parkway,1120.0,777.0,
Coweta,11,Welcome,1131.0,766.0,2211.0
Coweta,27,Coweta Central Library,1135.0,770.0,2226.0
Coweta,NC,Newnan Centre,,,2217.0
Coweta,13,Raymond,1113.0,763.0,2213.0
Coweta,26,Thomas Crossroads,1119.0,778.0,2225.0
Coweta,15,Smokey Road,1118.0,776.0,2215.0
Coweta,25,Northside,1127.0,773.0,2224.0
Coweta,24,Westside,1133.0,781.0,2223.0
Coweta,23,Cannongate,1126.0,775.0,2222.0
Coweta,6,Sharpsburg,1114.0,779.0,2206.0
Coweta,19,Greentop,1136.0,758.0,2218.0
Coweta,2,Moreland,1123.0,761.0,2202.0
Coweta,22,Madras,1132.0,765.0,2221.0
Coweta,21,White Oak,1124.0,768.0,2220.0
Coweta,5,Newnan,1122.0,760.0,2205.0
Coweta,88888,Absentee (domestic),,772.0,
Crawford,1A,District,1142.0,785.0,2172.0
Crawford,5,District 5,1141.0,788.0,2177.0
Crawford,2,District 2,1137.0,784.0,2174.0
Crawford,4,District 4,1138.0,787.0,2176.0
Crawford,3,District 3,1139.0,786.0,2175.0
Crawford,1B,District,1140.0,782.0,2173.0
Crawford,88888,Absentee (domestic),,783.0,
Crisp,Jamestown,Jamestown,1144.0,791.0,1471.0
Crisp,88888,Absentee (domestic),,789.0,
Crisp,Coney,Coney,1145.0,794.0,1469.0
Crisp,Cordele,Cordele,1143.0,792.0,1470.0
Crisp,Arabi,Arabi,1146.0,793.0,1468.0
Crisp,Listonia,Listonia,1147.0,790.0,1472.0
Dade,1885,New Home,1154.0,800.0,1653.0
Dade,99999,Absentee (outside US),,795.0,
Dade,88888,Absentee (domestic),,801.0,
Dade,1222,Davis,1153.0,796.0,1652.0
Dade,1038,South Dade,1152.0,802.0,1650.0
Dade,974,North Dade,1151.0,797.0,1656.0
Dade,1889,West Brow,1150.0,799.0,1654.0
Dade,960,Trenton,1149.0,798.0,1655.0
Dade,1214,New Salem,1148.0,803.0,1651.0
Dawson,2,Central,1156.0,805.0,1339.0
Dawson,1,,1155.0,806.0,1338.0
Dawson,3,,1157.0,807.0,1340.0
Dawson,99999,Absentee (outside US),,804.0,
Decatur,1613,Brinson,1355.0,815.0,1129.0
Decatur,1361,Climax,1353.0,814.0,1128.0
Decatur,514,Bridge-Fairgrounds,1352.0,808.0,1132.0
Decatur,1277,Mt. Pleasant,1348.0,816.0,1125.0
Decatur,513,Bainbridge-Coliseum,1354.0,810.0,1131.0
Decatur,1342,Kendrick,1349.0,812.0,1127.0
Decatur,1325,Recovery,1350.0,809.0,1126.0
Decatur,1805,West Bainbridge,1356.0,813.0,1130.0
Decatur,694,Attapulgus,1351.0,811.0,1133.0
Dekalb,KA,Kelley Lake Elem,1316.0,948.0,2319.0
Dekalb,JB,Jolly Elem,1178.0,950.0,2318.0
Dekalb,KC,Kelley Chapel Road,1299.0,941.0,2321.0
Dekalb,KD,King-ML King Jr High,1192.0,939.0,
Dekalb,KB,Kingsley Elem (dun),1223.0,943.0,2320.0
Dekalb,GD,Georgetown Sq (dun),1305.0,912.0,2306.0
Dekalb,KG,Kittredge Elem,1311.0,935.0,2323.0
Dekalb,MD,Mcnair,1203.0,940.0,2334.0
Dekalb,WG,Woodridge Elem,1260.0,849.0,2418.0
Dekalb,WF,Winnona Park  (dec),1324.0,848.0,2417.0
Dekalb,MC,Marbut Elem,1290.0,938.0,2333.0
Dekalb,MB,Mcnair High,1273.0,936.0,2332.0
Dekalb,WD,Woodrow Road,1162.0,872.0,2416.0
Dekalb,MA,Miller-Eldridge L Miller Elem 3455,1211.0,934.0,2331.0
Dekalb,LV,Livsey Elem,1217.0,933.0,2330.0
Dekalb,SN,Shamrock,1333.0,838.0,2397.0
Dekalb,WB,Wesley Chapel Library,1183.0,894.0,2415.0
Dekalb,LH,Lithonia High,1224.0,930.0,2329.0
Dekalb,LLE(,Lin-Mary Lin Elem (atl),1319.0,928.0,2328.0
Dekalb,LD,Lithonia,1259.0,820.0,2327.0
Dekalb,LB,Lavista Road,1265.0,931.0,2325.0
Dekalb,LH,Lakeside High,1226.0,932.0,2324.0
Dekalb,KE,Knollwood,1285.0,937.0,2322.0
Dekalb,LC,Lavista,1233.0,966.0,2326.0
Dekalb,HI,Harris-Margaret Harris Ed,1323.0,903.0,2314.0
Dekalb,IB,Indian Creek,1342.0,924.0,2316.0
Dekalb,EL(,East Lake (atl),1284.0,842.0,2289.0
Dekalb,EC,Embry Hills,1331.0,841.0,2290.0
Dekalb,EE,Epworth (atl),1264.0,839.0,
Dekalb,EF,Evansdale Elem,1201.0,836.0,2291.0
Dekalb,EG,Emory South,1167.0,898.0,2292.0
Dekalb,ER,Emory Road,1199.0,1002.0,2293.0
Dekalb,FE,Fairington Elem,1245.0,995.0,2294.0
Dekalb,FB,Fernbank Elem,1252.0,993.0,2295.0
Dekalb,FC,Flat Shoals Elem,1302.0,992.0,2296.0
Dekalb,FE,Flat Shoals Parkway,1170.0,991.0,2297.0
Dekalb,FG,Flat Rock Elem,1247.0,989.0,2298.0
Dekalb,FJ,Flat Shoals,1289.0,987.0,2299.0
Dekalb,FK,Flakes Mill Fire Station,1282.0,956.0,2300.0
Dekalb,JA,Johnson Estates (atl),1250.0,952.0,2317.0
Dekalb,FSL,Flat Shoals Library,1314.0,959.0,2301.0
Dekalb,GA,Glennwood (dec),1263.0,916.0,2303.0
Dekalb,GB,Glenhaven,1261.0,915.0,2304.0
Dekalb,GC,Gresham Road,1175.0,913.0,2305.0
Dekalb,GF,Glenwood Road,1266.0,910.0,2307.0
Dekalb,Wadsworth,Wadsworth,1301.0,893.0,2414.0
Dekalb,HE,Hambrick Elem,1262.0,909.0,2308.0
Dekalb,HB,Hawthorne Elem,1204.0,908.0,2309.0
Dekalb,HC,Henderson Mill,1274.0,907.0,2310.0
Dekalb,HF,Huntley Hills Elem,1347.0,906.0,2311.0
Dekalb,HG,Hugh Howell,1221.0,905.0,2312.0
Dekalb,HH,Harris-Narvie J Harris Elem,1159.0,904.0,2313.0
Dekalb,ME,Mclendon,1320.0,942.0,2335.0
Dekalb,IA,Idlewood Elem (tuc),1216.0,902.0,2315.0
Dekalb,FM,Freedom Middle,1272.0,923.0,2302.0
Dekalb,WI,Warren Tech,1336.0,869.0,2419.0
Dekalb,MO,Midway,1313.0,926.0,2344.0
Dekalb,WJ,Woodward,1196.0,859.0,2420.0
Dekalb,PI,Panola Way Elem,1237.0,1004.0,2369.0
Dekalb,PN,Piney Grove,1278.0,983.0,2370.0
Dekalb,PR,Panola Road,1232.0,982.0,2371.0
Dekalb,RE,Rainbow Elem,1271.0,962.0,2372.0
Dekalb,RC,Redan Elem,1251.0,963.0,2373.0
Dekalb,RD,Rehoboth,1332.0,964.0,2374.0
Dekalb,RE,Rockbridge Elem,1171.0,965.0,2375.0
Dekalb,RF,Rock Chapel Elem,1174.0,897.0,2376.0
Dekalb,RG,Rowland Elem,1228.0,968.0,2377.0
Dekalb,RH,Redan-Trotti Library,1188.0,969.0,2378.0
Dekalb,RR,Rockbridge Road,1181.0,971.0,2379.0
Dekalb,WN,Wynbrooke Elem,1219.0,865.0,2423.0
Dekalb,RJ,Rowland Road,1176.0,972.0,2380.0
Dekalb,YA,Young Road,1276.0,979.0,2424.0
Dekalb,PH,Panola,1248.0,1005.0,2368.0
Dekalb,RK,Redan Road,1182.0,973.0,2381.0
Dekalb,RM,Redan Middle,1227.0,975.0,2383.0
Dekalb,RN,Clarkston Community Center,1335.0,976.0,2278.0
Dekalb,SHE,Sagamore Hills Elem,1214.0,921.0,2384.0
Dekalb,SB,Scott,1296.0,822.0,2385.0
Dekalb,SC,Shaw-Robert Shaw Elem,1242.0,823.0,2386.0
Dekalb,SD,Stone Mountain Elem,1194.0,824.0,2387.0
Dekalb,SE,Silver Lake (bhavn),1280.0,825.0,2388.0
Dekalb,SF,Skyland (bhavn),1327.0,826.0,2389.0
Dekalb,SG,Snapfinger Elem,1345.0,828.0,2390.0
Dekalb,SL,Stoneview Elem,1206.0,834.0,2395.0
Dekalb,SH,Smoke Rise,1225.0,829.0,2391.0
Dekalb,SI,Stone Mtn Middle,1220.0,830.0,2392.0
Dekalb,SJ,Stone Mill Elem,1254.0,832.0,2393.0
Dekalb,SK,Shadow Rock Elem,1177.0,833.0,2394.0
Dekalb,RL,Rock Chapel Road,1218.0,974.0,2382.0
Dekalb,PG,Ponce De Leon (dec),1317.0,1006.0,2367.0
Dekalb,SM,Salem Middle,1164.0,835.0,2396.0
Dekalb,PF,Pleasantdale Road,1243.0,1007.0,2366.0
Dekalb,MG,Medlock,1339.0,945.0,2337.0
Dekalb,MH,Midvale Elem,1256.0,946.0,2338.0
Dekalb,MG,Miller Grove,1202.0,947.0,2339.0
Dekalb,MJ,Montclair Elem,1173.0,949.0,2340.0
Dekalb,MK,Montreal,1165.0,951.0,2341.0
Dekalb,ML,Meadowview,1184.0,927.0,2342.0
Dekalb,MN,Memorial South,1340.0,953.0,2343.0
Dekalb,DI,Dunwoody Library,1318.0,887.0,2288.0
Dekalb,WK,White Oak,1229.0,860.0,2421.0
Dekalb,MP,Mcnair Academy,1338.0,899.0,2345.0
Dekalb,MQ,Mount Vernon East,1179.0,900.0,2346.0
Dekalb,MR,Mathis-Bob Mathis Elem,1161.0,901.0,2347.0
Dekalb,MS,Mount Vernon West,1300.0,911.0,2348.0
Dekalb,MT,Metropolitan (atl),1334.0,914.0,2349.0
Dekalb,MU,Montgomery Elem,1238.0,917.0,2350.0
Dekalb,MV,Miller Grove Road,1281.0,918.0,2351.0
Dekalb,MW,Midvale Road,1277.0,919.0,2352.0
Dekalb,PE,Pine Lake (pin),1198.0,1003.0,2365.0
Dekalb,PC,Princeton Elem,1163.0,1000.0,2364.0
Dekalb,PB,Peachtree Middle,1239.0,999.0,2363.0
Dekalb,PA,Peachcrest,1343.0,985.0,2362.0
Dekalb,OV,Oak View Elem,1180.0,997.0,2361.0
Dekalb,OK,Oakhurst (dec),1310.0,990.0,2360.0
Dekalb,MF,Mcwilliams,1286.0,944.0,2336.0
Dekalb,OB,Oakcliff Elem,1329.0,988.0,2359.0
Dekalb,NF,North Peachtree,1249.0,954.0,2357.0
Dekalb,ND,Northlake,1328.0,925.0,2356.0
Dekalb,NC,North Hairston,1309.0,922.0,2355.0
Dekalb,NB,North Decatur,1344.0,955.0,2354.0
Dekalb,MZ,Miller Grove High,1287.0,920.0,2353.0
Dekalb,WL,Winters Chapel (dun),1255.0,861.0,2422.0
Dekalb,OGE,Oak Grove Elem,1337.0,986.0,2358.0
Dekalb,DH,Druid Hills High,1208.0,888.0,2287.0
Dekalb,BJ,Browns Mill Elem,1158.0,831.0,2250.0
Dekalb,SD,South Deshon,1210.0,821.0,2398.0
Dekalb,SS,Snapfinger Road S,1172.0,874.0,2402.0
Dekalb,BR,Burgess Elem (atl),1293.0,840.0,2253.0
Dekalb,CA,Columbia Drive,1346.0,843.0,2254.0
Dekalb,CB,Canby Lane Elem,1195.0,819.0,2255.0
Dekalb,CC,Columbia Elem,1288.0,818.0,2256.0
Dekalb,CD,Cedar Grove Elem,1240.0,873.0,2257.0
