County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Fulton,09K,4002.0,3.0,8.0,22.0,13.0,6.0,8.0,10.0,233.0,81.0,1.0,70.0,44.0,40.0,32.0,8.0,12.0,5.0,3.0,1069.0,28.0,1696.0
Fulton,09K1,1518.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,56.0,16.0,0.0,22.0,17.0,13.0,15.0,0.0,4.0,2.0,0.0,327.0,4.0,487.0
Fulton,09M,2578.0,2.0,8.0,112.0,9.0,7.0,6.0,16.0,165.0,55.0,2.0,42.0,88.0,193.0,37.0,20.0,5.0,10.0,7.0,1105.0,11.0,1900.0
Fulton,10A,3186.0,7.0,1.0,10.0,3.0,7.0,5.0,8.0,174.0,58.0,4.0,46.0,45.0,26.0,28.0,4.0,7.0,8.0,5.0,1333.0,21.0,1800.0
Fulton,10B,3965.0,9.0,5.0,16.0,6.0,5.0,0.0,6.0,191.0,96.0,9.0,80.0,52.0,29.0,29.0,1.0,5.0,9.0,2.0,2137.0,9.0,2696.0
Fulton,10C,2598.0,3.0,5.0,4.0,7.0,4.0,6.0,2.0,126.0,54.0,2.0,49.0,26.0,20.0,21.0,2.0,2.0,4.0,2.0,839.0,18.0,1196.0
Fulton,10D,4968.0,11.0,5.0,17.0,10.0,11.0,6.0,6.0,261.0,82.0,11.0,88.0,56.0,27.0,43.0,4.0,5.0,7.0,6.0,1548.0,28.0,2232.0
Fulton,10E,1084.0,2.0,1.0,9.0,0.0,1.0,1.0,2.0,66.0,30.0,2.0,11.0,8.0,9.0,7.0,0.0,2.0,3.0,1.0,441.0,4.0,600.0
Fulton,10F,1208.0,5.0,2.0,5.0,2.0,1.0,1.0,0.0,67.0,19.0,1.0,20.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0,505.0,3.0,669.0
Fulton,10G,1332.0,2.0,3.0,9.0,1.0,3.0,3.0,0.0,56.0,33.0,4.0,17.0,19.0,15.0,8.0,2.0,1.0,4.0,1.0,697.0,4.0,882.0
Fulton,10H1,439.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,27.0,6.0,0.0,4.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,221.0,2.0,281.0
Fulton,10H2,2623.0,4.0,7.0,7.0,2.0,3.0,4.0,3.0,116.0,43.0,4.0,38.0,20.0,17.0,17.0,1.0,7.0,1.0,4.0,817.0,12.0,1127.0
Fulton,10I,331.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,14.0,5.0,0.0,5.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,223.0,1.0,270.0
Fulton,10J,1238.0,1.0,1.0,6.0,4.0,1.0,0.0,2.0,40.0,27.0,0.0,20.0,12.0,11.0,10.0,1.0,5.0,1.0,2.0,358.0,2.0,504.0
Fulton,10K,1614.0,2.0,3.0,12.0,3.0,1.0,1.0,1.0,69.0,29.0,1.0,31.0,20.0,29.0,16.0,0.0,3.0,6.0,0.0,783.0,7.0,1017.0
Fulton,10M,2880.0,5.0,5.0,18.0,9.0,4.0,3.0,4.0,118.0,50.0,0.0,45.0,45.0,39.0,29.0,9.0,6.0,10.0,0.0,1196.0,15.0,1610.0
Fulton,10P,1607.0,4.0,1.0,8.0,3.0,1.0,2.0,4.0,82.0,19.0,0.0,33.0,13.0,7.0,15.0,2.0,1.0,4.0,2.0,542.0,9.0,752.0
Fulton,10R,928.0,1.0,0.0,5.0,1.0,2.0,0.0,2.0,50.0,21.0,0.0,16.0,11.0,0.0,10.0,3.0,3.0,2.0,2.0,277.0,1.0,407.0
Fulton,11B,4395.0,10.0,4.0,18.0,3.0,4.0,6.0,11.0,242.0,95.0,2.0,97.0,57.0,22.0,44.0,2.0,8.0,8.0,5.0,1982.0,18.0,2638.0
Fulton,11B1,894.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,42.0,13.0,1.0,9.0,8.0,8.0,5.0,0.0,0.0,3.0,1.0,310.0,6.0,416.0
Fulton,11C,3149.0,8.0,2.0,14.0,3.0,3.0,1.0,5.0,202.0,63.0,0.0,54.0,34.0,18.0,23.0,3.0,7.0,13.0,2.0,1682.0,13.0,2150.0
Fulton,11E1,1340.0,0.0,2.0,8.0,2.0,5.0,2.0,4.0,78.0,33.0,0.0,29.0,13.0,6.0,7.0,4.0,2.0,4.0,4.0,520.0,5.0,728.0
Fulton,11E2,1003.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,60.0,28.0,1.0,18.0,10.0,9.0,5.0,0.0,5.0,1.0,1.0,445.0,9.0,605.0
Fulton,11E3,3605.0,5.0,4.0,18.0,2.0,2.0,1.0,5.0,257.0,119.0,3.0,107.0,54.0,25.0,38.0,2.0,10.0,19.0,0.0,1370.0,19.0,2060.0
Fulton,11G,2556.0,4.0,3.0,8.0,0.0,3.0,4.0,2.0,101.0,43.0,3.0,33.0,22.0,22.0,18.0,0.0,5.0,6.0,5.0,717.0,7.0,1006.0
Fulton,11H,753.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,30.0,5.0,1.0,17.0,9.0,6.0,6.0,0.0,2.0,2.0,1.0,305.0,2.0,399.0
Fulton,11J,2092.0,4.0,2.0,10.0,3.0,3.0,4.0,2.0,115.0,34.0,0.0,42.0,25.0,13.0,10.0,1.0,2.0,3.0,4.0,805.0,7.0,1089.0
Fulton,11K,2045.0,5.0,4.0,7.0,5.0,4.0,4.0,3.0,85.0,32.0,2.0,33.0,34.0,18.0,22.0,3.0,6.0,4.0,1.0,932.0,6.0,1210.0
Fulton,11M,1380.0,3.0,1.0,4.0,3.0,1.0,2.0,6.0,82.0,46.0,2.0,46.0,27.0,10.0,18.0,3.0,6.0,7.0,0.0,793.0,2.0,1062.0
Fulton,11M1,2190.0,3.0,3.0,9.0,4.0,0.0,1.0,4.0,87.0,39.0,3.0,42.0,25.0,14.0,19.0,0.0,6.0,7.0,3.0,499.0,6.0,774.0
Fulton,11N,2431.0,4.0,6.0,16.0,5.0,2.0,2.0,6.0,135.0,40.0,0.0,45.0,25.0,20.0,25.0,2.0,7.0,7.0,3.0,1161.0,8.0,1519.0
Fulton,11P,2095.0,4.0,3.0,8.0,2.0,1.0,3.0,7.0,133.0,44.0,2.0,45.0,18.0,12.0,15.0,0.0,15.0,7.0,1.0,782.0,13.0,1115.0
Fulton,11R,2253.0,4.0,6.0,8.0,4.0,2.0,4.0,7.0,112.0,37.0,1.0,37.0,35.0,7.0,19.0,0.0,4.0,2.0,1.0,540.0,11.0,841.0
Fulton,12A,4971.0,10.0,8.0,37.0,19.0,6.0,5.0,9.0,293.0,92.0,8.0,90.0,73.0,92.0,48.0,23.0,14.0,9.0,7.0,1989.0,24.0,2856.0
Fulton,12A1,690.0,0.0,0.0,6.0,2.0,0.0,1.0,4.0,28.0,13.0,0.0,12.0,12.0,8.0,7.0,7.0,5.0,3.0,0.0,289.0,2.0,399.0
Fulton,12D,1408.0,3.0,3.0,10.0,2.0,3.0,1.0,4.0,71.0,27.0,0.0,35.0,18.0,13.0,19.0,0.0,0.0,0.0,1.0,404.0,7.0,621.0
Fulton,12E1,1906.0,4.0,5.0,13.0,3.0,4.0,0.0,3.0,91.0,29.0,3.0,24.0,14.0,34.0,9.0,2.0,3.0,7.0,4.0,466.0,7.0,725.0
Fulton,12F,1229.0,2.0,0.0,6.0,2.0,1.0,3.0,2.0,63.0,32.0,0.0,26.0,14.0,14.0,14.0,2.0,3.0,4.0,2.0,330.0,7.0,527.0
Fulton,12G,885.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,39.0,15.0,0.0,11.0,10.0,11.0,6.0,0.0,3.0,1.0,1.0,331.0,5.0,449.0
Fulton,12H1,1170.0,1.0,2.0,6.0,3.0,2.0,3.0,1.0,71.0,16.0,1.0,13.0,12.0,11.0,5.0,1.0,1.0,1.0,2.0,227.0,6.0,385.0
Fulton,12H2,2998.0,4.0,5.0,8.0,4.0,4.0,3.0,4.0,133.0,55.0,0.0,51.0,38.0,21.0,36.0,3.0,5.0,7.0,4.0,1025.0,16.0,1426.0
Fulton,12I,1079.0,4.0,1.0,8.0,3.0,3.0,2.0,4.0,48.0,17.0,2.0,22.0,6.0,6.0,8.0,4.0,3.0,2.0,0.0,355.0,8.0,506.0
Fulton,12J,3154.0,5.0,5.0,18.0,6.0,6.0,6.0,4.0,173.0,77.0,1.0,73.0,38.0,28.0,23.0,4.0,13.0,4.0,2.0,911.0,9.0,1406.0
Fulton,12K,3620.0,7.0,8.0,28.0,9.0,8.0,2.0,6.0,184.0,71.0,2.0,58.0,49.0,53.0,37.0,18.0,6.0,9.0,2.0,1049.0,19.0,1625.0
Fulton,12L,774.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,37.0,6.0,0.0,8.0,10.0,8.0,5.0,1.0,2.0,1.0,0.0,192.0,6.0,286.0
Fulton,12M,2990.0,2.0,4.0,10.0,3.0,4.0,1.0,4.0,159.0,66.0,4.0,53.0,28.0,18.0,24.0,2.0,13.0,5.0,4.0,969.0,17.0,1390.0
Fulton,12N,1134.0,1.0,2.0,4.0,5.0,2.0,0.0,2.0,71.0,15.0,1.0,22.0,15.0,6.0,6.0,2.0,1.0,4.0,1.0,255.0,4.0,419.0
Fulton,12S,2079.0,4.0,1.0,7.0,2.0,3.0,6.0,3.0,88.0,49.0,0.0,40.0,40.0,8.0,33.0,2.0,9.0,6.0,2.0,716.0,10.0,1029.0
Fulton,AP01A,5236.0,16.0,16.0,692.0,19.0,29.0,11.0,40.0,319.0,47.0,40.0,69.0,205.0,1117.0,28.0,26.0,9.0,17.0,12.0,1280.0,29.0,4021.0
Fulton,AP01B,1281.0,2.0,4.0,142.0,6.0,5.0,3.0,10.0,65.0,23.0,7.0,24.0,31.0,218.0,12.0,7.0,5.0,5.0,5.0,282.0,2.0,858.0
Fulton,AP01C,2409.0,5.0,9.0,339.0,8.0,14.0,7.0,17.0,118.0,25.0,22.0,29.0,101.0,512.0,21.0,17.0,4.0,7.0,11.0,602.0,7.0,1875.0
Fulton,AP01D,1015.0,1.0,4.0,110.0,1.0,3.0,1.0,9.0,58.0,8.0,5.0,13.0,28.0,158.0,8.0,6.0,3.0,2.0,6.0,253.0,2.0,679.0
Fulton,AP021,3408.0,8.0,14.0,461.0,12.0,19.0,8.0,27.0,139.0,46.0,14.0,44.0,90.0,738.0,30.0,29.0,15.0,7.0,18.0,813.0,13.0,2545.0
Fulton,AP022,2507.0,5.0,12.0,276.0,10.0,15.0,3.0,16.0,126.0,29.0,10.0,39.0,77.0,432.0,17.0,8.0,4.0,8.0,15.0,624.0,15.0,1741.0
Fulton,AP02B,677.0,2.0,3.0,73.0,0.0,3.0,1.0,5.0,36.0,3.0,0.0,7.0,22.0,108.0,5.0,4.0,1.0,2.0,4.0,181.0,4.0,464.0
Fulton,AP03,775.0,1.0,1.0,35.0,1.0,2.0,2.0,3.0,53.0,27.0,5.0,28.0,21.0,53.0,10.0,6.0,2.0,1.0,1.0,168.0,3.0,423.0
Fulton,AP04A,1760.0,3.0,2.0,295.0,2.0,15.0,4.0,8.0,49.0,7.0,5.0,15.0,69.0,468.0,11.0,11.0,1.0,5.0,8.0,457.0,4.0,1439.0
Fulton,AP04B,473.0,2.0,2.0,73.0,1.0,6.0,0.0,2.0,24.0,3.0,6.0,7.0,20.0,125.0,3.0,6.0,2.0,1.0,4.0,102.0,5.0,394.0
Fulton,AP05,4776.0,18.0,10.0,680.0,10.0,27.0,13.0,31.0,253.0,41.0,31.0,56.0,163.0,1155.0,27.0,17.0,5.0,13.0,19.0,1173.0,17.0,3759.0
Fulton,AP06,1967.0,4.0,14.0,294.0,4.0,19.0,3.0,24.0,77.0,7.0,11.0,16.0,58.0,548.0,12.0,11.0,5.0,7.0,9.0,436.0,6.0,1565.0
Fulton,AP07A,3910.0,16.0,11.0,495.0,12.0,29.0,10.0,24.0,167.0,48.0,16.0,53.0,122.0,782.0,29.0,26.0,13.0,15.0,17.0,921.0,18.0,2824.0
Fulton,AP07B,1882.0,4.0,5.0,262.0,6.0,15.0,4.0,20.0,85.0,20.0,11.0,17.0,71.0,421.0,10.0,13.0,0.0,4.0,12.0,479.0,11.0,1470.0
Fulton,AP09A,4437.0,10.0,26.0,523.0,9.0,21.0,11.0,32.0,270.0,40.0,34.0,74.0,146.0,906.0,28.0,33.0,11.0,22.0,23.0,1163.0,27.0,3409.0
Fulton,AP09B,925.0,2.0,2.0,86.0,6.0,10.0,2.0,5.0,81.0,18.0,4.0,12.0,37.0,138.0,7.0,6.0,0.0,3.0,4.0,270.0,2.0,695.0
Fulton,AP10,992.0,2.0,2.0,188.0,5.0,10.0,2.0,5.0,26.0,8.0,5.0,12.0,28.0,287.0,8.0,5.0,5.0,3.0,1.0,211.0,6.0,819.0
Fulton,AP12A,746.0,5.0,3.0,56.0,4.0,6.0,3.0,7.0,55.0,11.0,4.0,22.0,18.0,99.0,9.0,6.0,3.0,6.0,1.0,184.0,3.0,505.0
Fulton,AP12B,947.0,3.0,3.0,79.0,3.0,7.0,3.0,6.0,70.0,13.0,6.0,12.0,30.0,96.0,12.0,8.0,0.0,2.0,3.0,229.0,10.0,595.0
Fulton,AP12C,2367.0,3.0,10.0,368.0,5.0,19.0,3.0,19.0,88.0,26.0,9.0,28.0,56.0,547.0,18.0,7.0,8.0,4.0,7.0,491.0,9.0,1725.0
Fulton,AP14,3232.0,10.0,12.0,384.0,6.0,14.0,6.0,27.0,181.0,31.0,19.0,47.0,124.0,720.0,17.0,26.0,7.0,9.0,14.0,887.0,15.0,2556.0
Fulton,CH01,376.0,0.0,0.0,15.0,0.0,3.0,1.0,3.0,17.0,11.0,3.0,1.0,2.0,33.0,3.0,0.0,0.0,1.0,0.0,116.0,3.0,212.0
Fulton,CH02,338.0,0.0,1.0,45.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,5.0,6.0,88.0,1.0,3.0,0.0,0.0,3.0,79.0,0.0,248.0
Fulton,CH03,410.0,1.0,1.0,71.0,0.0,3.0,0.0,1.0,8.0,3.0,1.0,2.0,14.0,120.0,4.0,4.0,1.0,1.0,4.0,68.0,0.0,307.0
Fulton,CH04A,825.0,0.0,1.0,105.0,5.0,5.0,2.0,6.0,26.0,8.0,1.0,11.0,30.0,211.0,5.0,6.0,0.0,2.0,4.0,238.0,3.0,669.0
Fulton,CH05,429.0,0.0,4.0,93.0,0.0,0.0,0.0,3.0,8.0,5.0,3.0,1.0,0.0,130.0,1.0,4.0,0.0,0.0,0.0,73.0,0.0,325.0
Fulton,CP011,1353.0,1.0,3.0,47.0,1.0,0.0,1.0,4.0,65.0,28.0,0.0,15.0,26.0,88.0,15.0,7.0,1.0,2.0,2.0,450.0,7.0,763.0
Fulton,CP012,1469.0,0.0,4.0,45.0,2.0,4.0,2.0,3.0,79.0,28.0,1.0,28.0,27.0,105.0,18.0,1.0,3.0,3.0,2.0,580.0,7.0,942.0
Fulton,CP01B,422.0,0.0,1.0,27.0,0.0,1.0,0.0,1.0,22.0,2.0,0.0,7.0,5.0,37.0,5.0,3.0,0.0,4.0,0.0,140.0,2.0,257.0
Fulton,CP02,1208.0,1.0,8.0,31.0,3.0,3.0,1.0,1.0,67.0,27.0,2.0,18.0,16.0,40.0,21.0,0.0,7.0,2.0,2.0,421.0,3.0,674.0
Fulton,CP04A,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
Fulton,CP04B,38.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,19.0
Fulton,CP051,1756.0,4.0,3.0,11.0,0.0,2.0,1.0,1.0,96.0,35.0,4.0,39.0,22.0,14.0,8.0,1.0,4.0,6.0,1.0,712.0,3.0,967.0
Fulton,CP05B,153.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,49.0,1.0,77.0
Fulton,CP06A,732.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,50.0,10.0,3.0,10.0,14.0,3.0,3.0,0.0,2.0,2.0,0.0,123.0,3.0,231.0
Fulton,CP07B,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Fulton,CP07C,323.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,73.0
Fulton,CP07D,790.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,34.0,12.0,0.0,11.0,6.0,3.0,4.0,1.0,2.0,1.0,2.0,153.0,3.0,238.0
Fulton,CP07E,127.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,42.0
Fulton,CP07F,266.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,7.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,1.0,65.0
Fulton,CP081,373.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,9.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,66.0,0.0,114.0
Fulton,CP083,240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,35.0
Fulton,CP084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulton,CP08A,756.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,10.0,0.0,7.0,9.0,4.0,1.0,2.0,1.0,0.0,0.0,95.0,3.0,179.0
Fulton,EP01A,2978.0,4.0,5.0,49.0,10.0,7.0,7.0,6.0,151.0,45.0,5.0,63.0,75.0,80.0,27.0,12.0,6.0,9.0,2.0,1062.0,11.0,1636.0
Fulton,EP01B,3473.0,7.0,4.0,35.0,2.0,10.0,8.0,7.0,169.0,82.0,7.0,62.0,50.0,74.0,25.0,4.0,2.0,6.0,8.0,1170.0,18.0,1750.0
Fulton,EP02A,2407.0,3.0,2.0,19.0,3.0,3.0,1.0,4.0,125.0,42.0,4.0,47.0,31.0,32.0,19.0,4.0,10.0,3.0,0.0,736.0,14.0,1102.0
Fulton,EP02B,1679.0,0.0,1.0,52.0,10.0,3.0,4.0,3.0,71.0,31.0,2.0,35.0,38.0,102.0,12.0,5.0,7.0,14.0,1.0,751.0,7.0,1149.0
Fulton,EP02C,522.0,2.0,3.0,17.0,0.0,1.0,0.0,0.0,22.0,5.0,0.0,11.0,7.0,22.0,6.0,6.0,1.0,3.0,1.0,203.0,5.0,315.0
Fulton,EP02D,420.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,15.0,0.0,13.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,170.0,0.0,245.0
Fulton,EP02E,1668.0,3.0,5.0,13.0,9.0,5.0,1.0,1.0,77.0,35.0,0.0,33.0,18.0,25.0,14.0,6.0,5.0,6.0,3.0,485.0,11.0,755.0
Fulton,EP03A,4925.0,9.0,7.0,46.0,11.0,7.0,4.0,11.0,285.0,111.0,3.0,90.0,83.0,75.0,44.0,7.0,14.0,17.0,5.0,1991.0,33.0,2853.0
Fulton,EP03B,1547.0,3.0,1.0,10.0,3.0,5.0,1.0,4.0,78.0,36.0,1.0,32.0,26.0,37.0,17.0,3.0,2.0,1.0,4.0,818.0,5.0,1087.0
Fulton,EP04A,5020.0,10.0,10.0,21.0,5.0,6.0,8.0,11.0,369.0,160.0,3.0,145.0,74.0,33.0,51.0,4.0,7.0,12.0,4.0,1637.0,26.0,2596.0
Fulton,EP04B,2624.0,1.0,8.0,13.0,2.0,4.0,0.0,2.0,183.0,83.0,3.0,84.0,35.0,18.0,32.0,5.0,4.0,8.0,2.0,1045.0,14.0,1546.0
Fulton,EP04C,1318.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,38.0,14.0,0.0,9.0,9.0,6.0,5.0,0.0,1.0,2.0,0.0,356.0,3.0,454.0
Fulton,FA01A,4032.0,3.0,13.0,82.0,3.0,8.0,3.0,7.0,277.0,116.0,3.0,110.0,55.0,161.0,50.0,10.0,14.0,10.0,6.0,1579.0,17.0,2527.0
Fulton,FA01B,5860.0,9.0,7.0,97.0,8.0,11.0,2.0,7.0,422.0,161.0,8.0,127.0,100.0,197.0,62.0,10.0,15.0,23.0,9.0,2117.0,30.0,3422.0
Fulton,FA01C,769.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,59.0,23.0,2.0,23.0,12.0,14.0,8.0,1.0,7.0,3.0,1.0,309.0,5.0,478.0
Fulton,FA01D,321.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,38.0,6.0,0.0,7.0,11.0,12.0,8.0,1.0,0.0,0.0,0.0,87.0,3.0,177.0
Fulton,FC01,325.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,30.0,16.0,0.0,15.0,3.0,4.0,8.0,0.0,1.0,0.0,0.0,100.0,0.0,184.0
Fulton,FC02,585.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,35.0,1.0,59.0
Fulton,FC03,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0
Fulton,HP01,3824.0,6.0,9.0,180.0,11.0,15.0,8.0,17.0,180.0,61.0,4.0,65.0,80.0,299.0,35.0,23.0,4.0,7.0,11.0,1152.0,17.0,2184.0
Fulton,JC01,4128.0,9.0,14.0,450.0,15.0,32.0,9.0,32.0,299.0,97.0,24.0,70.0,176.0,670.0,39.0,19.0,8.0,16.0,20.0,1357.0,34.0,3390.0
Fulton,JC01A,1738.0,5.0,8.0,131.0,6.0,10.0,7.0,8.0,127.0,29.0,6.0,29.0,56.0,189.0,6.0,10.0,3.0,9.0,4.0,364.0,6.0,1013.0
Fulton,JC02,3001.0,7.0,9.0,337.0,9.0,27.0,7.0,21.0,180.0,62.0,19.0,53.0,106.0,477.0,37.0,7.0,4.0,8.0,12.0,757.0,12.0,2151.0
Fulton,JC03A,594.0,4.0,3.0,74.0,3.0,2.0,1.0,7.0,40.0,9.0,3.0,6.0,24.0,111.0,11.0,1.0,2.0,2.0,3.0,169.0,3.0,478.0
Fulton,JC03B,1616.0,4.0,6.0,139.0,1.0,14.0,3.0,8.0,141.0,34.0,10.0,30.0,57.0,254.0,20.0,18.0,4.0,5.0,8.0,439.0,18.0,1213.0
Fulton,JC04A,3177.0,9.0,8.0,384.0,9.0,23.0,9.0,18.0,166.0,43.0,14.0,49.0,144.0,662.0,28.0,17.0,8.0,16.0,12.0,896.0,17.0,2532.0
Fulton,JC04B,334.0,0.0,0.0,22.0,1.0,3.0,1.0,2.0,22.0,5.0,0.0,7.0,20.0,50.0,2.0,3.0,2.0,2.0,0.0,79.0,2.0,223.0
Fulton,JC04C,1251.0,5.0,5.0,119.0,2.0,6.0,5.0,14.0,70.0,13.0,7.0,19.0,52.0,219.0,13.0,15.0,4.0,5.0,8.0,372.0,12.0,965.0
Fulton,JC05,2350.0,5.0,4.0,237.0,8.0,15.0,2.0,19.0,134.0,36.0,10.0,56.0,91.0,415.0,25.0,17.0,4.0,11.0,14.0,622.0,18.0,1743.0
Fulton,JC06,2840.0,10.0,7.0,304.0,4.0,18.0,5.0,29.0,132.0,36.0,19.0,40.0,79.0,617.0,15.0,15.0,6.0,5.0,12.0,662.0,12.0,2027.0
Fulton,JC07,4670.0,13.0,24.0,506.0,21.0,40.0,15.0,41.0,262.0,65.0,28.0,72.0,157.0,789.0,42.0,17.0,6.0,11.0,21.0,1341.0,28.0,3499.0
Fulton,JC08,2931.0,8.0,16.0,334.0,10.0,28.0,12.0,20.0,144.0,50.0,19.0,60.0,99.0,592.0,19.0,31.0,1.0,9.0,11.0,783.0,13.0,2259.0
Fulton,JC09,3250.0,12.0,11.0,319.0,10.0,30.0,13.0,26.0,179.0,49.0,22.0,50.0,118.0,540.0,31.0,18.0,5.0,9.0,17.0,883.0,16.0,2358.0
Fulton,JC10,2641.0,11.0,10.0,245.0,13.0,23.0,5.0,30.0,165.0,53.0,14.0,53.0,102.0,377.0,10.0,21.0,4.0,10.0,9.0,763.0,26.0,1944.0
Fulton,JC11,3497.0,12.0,4.0,501.0,9.0,29.0,9.0,25.0,153.0,55.0,10.0,49.0,108.0,820.0,28.0,18.0,5.0,12.0,19.0,787.0,18.0,2671.0
Fulton,JC12,2832.0,11.0,10.0,534.0,3.0,19.0,8.0,21.0,93.0,16.0,12.0,20.0,89.0,744.0,16.0,20.0,3.0,11.0,16.0,569.0,8.0,2223.0
Fulton,JC13A,2317.0,4.0,9.0,422.0,3.0,19.0,3.0,15.0,75.0,16.0,5.0,19.0,70.0,628.0,8.0,14.0,3.0,6.0,7.0,480.0,10.0,1816.0
Fulton,JC13B,282.0,1.0,1.0,76.0,0.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,13.0,75.0,5.0,1.0,0.0,0.0,1.0,39.0,0.0,230.0
Fulton,JC14,2608.0,4.0,4.0,397.0,9.0,15.0,9.0,24.0,109.0,20.0,22.0,32.0,123.0,618.0,19.0,8.0,2.0,9.0,9.0,630.0,5.0,2068.0
Fulton,JC15,959.0,1.0,6.0,80.0,7.0,14.0,6.0,9.0,57.0,13.0,10.0,18.0,35.0,129.0,19.0,9.0,3.0,2.0,5.0,264.0,4.0,691.0
Fulton,JC16,2707.0,3.0,11.0,296.0,12.0,26.0,7.0,16.0,123.0,35.0,12.0,31.0,99.0,598.0,19.0,25.0,5.0,9.0,18.0,721.0,12.0,2078.0
Fulton,JC18,2857.0,4.0,5.0,411.0,8.0,20.0,9.0,19.0,107.0,20.0,9.0,28.0,97.0,734.0,18.0,14.0,4.0,6.0,13.0,763.0,8.0,2297.0
Fulton,JC19,4174.0,5.0,15.0,506.0,17.0,28.0,4.0,26.0,200.0,42.0,20.0,66.0,159.0,787.0,21.0,38.0,12.0,11.0,23.0,1169.0,17.0,3166.0
Fulton,ML01A,2795.0,7.0,10.0,483.0,12.0,17.0,3.0,28.0,122.0,23.0,15.0,32.0,89.0,728.0,25.0,26.0,6.0,18.0,17.0,622.0,8.0,2291.0
Fulton,ML01B,708.0,0.0,1.0,135.0,2.0,4.0,0.0,5.0,23.0,6.0,3.0,6.0,16.0,196.0,3.0,5.0,0.0,3.0,4.0,133.0,2.0,547.0
