County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Hall,Tadmore,0.0,20.0,17.0,1082.0,6.0,42.0,7.0,40.0,375.0,87.0,32.0,108.0,101.0,522.0,38.0,27.0,13.0,10.0,19.0,870.0,25.0,3441.0
Hall,Glade,0.0,7.0,7.0,1170.0,9.0,17.0,10.0,25.0,92.0,20.0,16.0,29.0,50.0,586.0,14.0,26.0,4.0,5.0,16.0,367.0,8.0,2478.0
Hall,Lula,0.0,2.0,6.0,1404.0,5.0,22.0,1.0,14.0,49.0,14.0,16.0,15.0,22.0,570.0,8.0,20.0,5.0,4.0,14.0,201.0,9.0,2401.0
Hall,Clermont,0.0,3.0,2.0,1800.0,2.0,19.0,4.0,7.0,25.0,5.0,12.0,7.0,23.0,602.0,8.0,16.0,0.0,3.0,13.0,180.0,1.0,2732.0
Hall,Quillians,0.0,4.0,3.0,1414.0,2.0,17.0,3.0,18.0,16.0,7.0,8.0,10.0,19.0,487.0,5.0,20.0,0.0,3.0,8.0,157.0,4.0,2205.0
Hall,Bark Camp,0.0,9.0,6.0,2201.0,6.0,36.0,9.0,47.0,93.0,19.0,22.0,28.0,80.0,1062.0,15.0,30.0,3.0,6.0,23.0,501.0,15.0,4211.0
Hall,Chestatee,0.0,5.0,5.0,1444.0,10.0,30.0,10.0,30.0,61.0,15.0,15.0,26.0,57.0,739.0,15.0,25.0,7.0,0.0,20.0,368.0,9.0,2891.0
Hall,Fork,0.0,2.0,5.0,1261.0,6.0,24.0,8.0,25.0,67.0,16.0,18.0,13.0,60.0,708.0,5.0,24.0,4.0,6.0,20.0,326.0,4.0,2602.0
Hall,Whelchel,0.0,4.0,17.0,1760.0,7.0,19.0,10.0,25.0,89.0,17.0,8.0,16.0,59.0,701.0,10.0,26.0,10.0,4.0,19.0,421.0,4.0,3226.0
Hall,West Whelchel,0.0,4.0,10.0,1801.0,7.0,21.0,2.0,13.0,44.0,8.0,5.0,13.0,50.0,629.0,8.0,23.0,4.0,6.0,9.0,515.0,5.0,3177.0
Hall,Gainesville I,0.0,10.0,8.0,1220.0,9.0,11.0,3.0,15.0,146.0,26.0,14.0,30.0,82.0,461.0,19.0,27.0,12.0,7.0,14.0,591.0,13.0,2718.0
Hall,Gainesville II,0.0,11.0,5.0,137.0,1.0,11.0,3.0,6.0,207.0,62.0,11.0,61.0,41.0,74.0,25.0,3.0,5.0,10.0,12.0,953.0,16.0,1654.0
Hall,Gainesville III,0.0,15.0,15.0,694.0,18.0,33.0,6.0,31.0,259.0,75.0,26.0,83.0,82.0,375.0,56.0,29.0,8.0,16.0,15.0,617.0,25.0,2478.0
Hall,Gainesville IV,0.0,9.0,5.0,689.0,5.0,10.0,3.0,15.0,106.0,18.0,8.0,22.0,53.0,239.0,14.0,25.0,11.0,4.0,11.0,461.0,13.0,1721.0
Hall,Gainesville V,0.0,3.0,4.0,411.0,6.0,10.0,0.0,7.0,52.0,12.0,3.0,21.0,20.0,138.0,2.0,7.0,5.0,3.0,2.0,209.0,6.0,921.0
Hall,Gillsville,0.0,2.0,3.0,469.0,0.0,4.0,2.0,5.0,17.0,2.0,5.0,9.0,13.0,258.0,3.0,4.0,1.0,1.0,6.0,77.0,1.0,882.0
Hall,Big Hickory,0.0,2.0,6.0,2029.0,7.0,23.0,2.0,7.0,33.0,2.0,6.0,11.0,37.0,571.0,5.0,13.0,4.0,1.0,11.0,258.0,2.0,3030.0
Hall,Friendship I,0.0,16.0,17.0,2680.0,13.0,59.0,9.0,58.0,184.0,39.0,35.0,60.0,152.0,2219.0,24.0,57.0,12.0,4.0,64.0,1202.0,9.0,6913.0
Hall,Friendship II,0.0,5.0,6.0,867.0,8.0,36.0,9.0,35.0,75.0,18.0,21.0,27.0,50.0,821.0,16.0,25.0,10.0,7.0,22.0,350.0,8.0,2416.0
Hall,Friendship III,0.0,11.0,9.0,1222.0,11.0,39.0,5.0,41.0,159.0,22.0,28.0,30.0,63.0,992.0,19.0,44.0,8.0,11.0,25.0,557.0,12.0,3308.0
Hall,Friendship IV,0.0,6.0,12.0,968.0,5.0,30.0,8.0,36.0,111.0,9.0,15.0,30.0,70.0,890.0,19.0,22.0,3.0,8.0,23.0,504.0,7.0,2776.0
Banks,Anderson,1533.0,1.0,3.0,532.0,3.0,10.0,1.0,4.0,7.0,1.0,15.0,6.0,5.0,311.0,0.0,8.0,2.0,2.0,5.0,78.0,1.0,995.0
Banks,Baldwin,876.0,0.0,1.0,321.0,0.0,9.0,0.0,8.0,12.0,3.0,6.0,1.0,10.0,171.0,1.0,3.0,1.0,3.0,4.0,66.0,2.0,622.0
Banks,Berlin,415.0,1.0,0.0,144.0,1.0,1.0,0.0,6.0,5.0,1.0,3.0,3.0,1.0,105.0,1.0,3.0,0.0,0.0,1.0,14.0,1.0,291.0
Banks,Bushville,816.0,0.0,2.0,257.0,0.0,13.0,1.0,2.0,9.0,5.0,4.0,0.0,2.0,169.0,1.0,4.0,2.0,0.0,6.0,26.0,4.0,507.0
Banks,Columbia,363.0,1.0,1.0,182.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,277.0
Banks,Davids,1977.0,4.0,2.0,646.0,1.0,14.0,5.0,10.0,20.0,10.0,8.0,10.0,11.0,408.0,2.0,9.0,4.0,2.0,9.0,95.0,0.0,1270.0
Banks,Golden Hill,1008.0,2.0,5.0,344.0,0.0,9.0,1.0,3.0,10.0,4.0,5.0,2.0,8.0,161.0,0.0,6.0,1.0,1.0,5.0,48.0,2.0,617.0
Banks,Grove River,600.0,0.0,3.0,266.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,111.0,0.0,2.0,0.0,0.0,4.0,23.0,0.0,424.0
Banks,Hollingsworth,667.0,2.0,0.0,252.0,1.0,7.0,2.0,8.0,5.0,2.0,5.0,6.0,4.0,141.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,477.0
Banks,Homer,1544.0,3.0,1.0,565.0,4.0,16.0,3.0,11.0,13.0,2.0,5.0,1.0,13.0,333.0,3.0,7.0,3.0,1.0,8.0,64.0,1.0,1057.0
Banks,Poplar Springs,1775.0,3.0,6.0,704.0,2.0,14.0,1.0,6.0,12.0,2.0,10.0,4.0,14.0,358.0,2.0,2.0,1.0,3.0,9.0,77.0,2.0,1232.0
Banks,Washington,704.0,1.0,1.0,266.0,5.0,9.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,137.0,1.0,6.0,0.0,0.0,4.0,41.0,2.0,489.0
Banks,Wilmonts,620.0,2.0,2.0,231.0,0.0,8.0,0.0,7.0,0.0,0.0,1.0,1.0,3.0,136.0,0.0,2.0,1.0,0.0,3.0,24.0,0.0,421.0
Taylor,Precinct 1,1108.0,1.0,3.0,55.0,1.0,3.0,0.0,2.0,96.0,10.0,4.0,16.0,17.0,46.0,5.0,3.0,3.0,7.0,5.0,385.0,9.0,671.0
Taylor,Precinct 5,2219.0,7.0,5.0,584.0,2.0,33.0,5.0,12.0,30.0,6.0,24.0,11.0,12.0,653.0,4.0,6.0,1.0,5.0,20.0,163.0,5.0,1588.0
Taylor,Precinct 6,2073.0,5.0,2.0,411.0,3.0,14.0,2.0,6.0,83.0,21.0,14.0,14.0,21.0,474.0,4.0,4.0,3.0,0.0,9.0,414.0,6.0,1510.0
Crawford,District 1A,516.0,1.0,2.0,63.0,1.0,4.0,1.0,3.0,19.0,3.0,3.0,6.0,3.0,106.0,2.0,1.0,1.0,0.0,5.0,102.0,0.0,326.0
Crawford,District 1B,1025.0,2.0,3.0,127.0,0.0,6.0,1.0,2.0,43.0,18.0,7.0,21.0,17.0,145.0,7.0,0.0,0.0,2.0,4.0,293.0,10.0,708.0
Crawford,District 2,1659.0,5.0,8.0,268.0,0.0,15.0,2.0,6.0,71.0,19.0,13.0,11.0,22.0,361.0,10.0,6.0,0.0,4.0,11.0,367.0,12.0,1211.0
Crawford,District 3,1738.0,5.0,12.0,415.0,2.0,16.0,2.0,6.0,14.0,3.0,12.0,6.0,10.0,538.0,3.0,7.0,2.0,1.0,14.0,157.0,1.0,1226.0
Crawford,District 4,1805.0,3.0,6.0,445.0,3.0,17.0,2.0,5.0,15.0,7.0,20.0,3.0,14.0,594.0,2.0,6.0,2.0,2.0,13.0,119.0,5.0,1283.0
Crawford,District 5,1769.0,1.0,5.0,453.0,3.0,19.0,2.0,8.0,17.0,5.0,9.0,6.0,21.0,537.0,4.0,9.0,0.0,1.0,8.0,134.0,2.0,1244.0
Spalding,1,2260.0,3.0,6.0,43.0,4.0,13.0,2.0,7.0,129.0,47.0,4.0,42.0,16.0,62.0,17.0,6.0,3.0,3.0,7.0,577.0,13.0,1004.0
Spalding,2,1956.0,2.0,6.0,38.0,1.0,5.0,0.0,6.0,108.0,34.0,3.0,45.0,25.0,49.0,13.0,0.0,2.0,1.0,2.0,618.0,5.0,963.0
Spalding,3,2774.0,8.0,14.0,595.0,3.0,24.0,3.0,23.0,46.0,15.0,10.0,9.0,38.0,836.0,7.0,21.0,4.0,4.0,16.0,413.0,8.0,2097.0
Spalding,5,3715.0,6.0,10.0,348.0,4.0,28.0,3.0,26.0,151.0,68.0,11.0,48.0,41.0,417.0,17.0,10.0,3.0,1.0,8.0,838.0,8.0,2046.0
Spalding,6,2438.0,4.0,1.0,100.0,1.0,6.0,2.0,6.0,142.0,53.0,10.0,51.0,25.0,153.0,14.0,4.0,2.0,4.0,3.0,644.0,9.0,1234.0
Spalding,7,1705.0,1.0,3.0,368.0,4.0,9.0,4.0,15.0,46.0,10.0,8.0,9.0,26.0,540.0,4.0,12.0,4.0,1.0,11.0,217.0,1.0,1293.0
Spalding,8,1789.0,1.0,5.0,383.0,4.0,17.0,3.0,11.0,26.0,15.0,13.0,23.0,15.0,491.0,7.0,9.0,2.0,1.0,10.0,271.0,2.0,1309.0
Spalding,9,1950.0,1.0,2.0,368.0,3.0,25.0,2.0,13.0,22.0,4.0,20.0,9.0,15.0,626.0,6.0,12.0,0.0,1.0,19.0,152.0,2.0,1302.0
Spalding,10,1981.0,3.0,1.0,335.0,2.0,25.0,0.0,7.0,54.0,23.0,11.0,21.0,20.0,501.0,7.0,5.0,4.0,3.0,16.0,395.0,6.0,1439.0
Spalding,11,2506.0,2.0,6.0,510.0,4.0,20.0,6.0,15.0,60.0,33.0,13.0,31.0,22.0,614.0,11.0,11.0,1.0,5.0,12.0,428.0,2.0,1806.0
Spalding,12,2163.0,4.0,5.0,514.0,3.0,23.0,6.0,9.0,25.0,11.0,17.0,13.0,18.0,689.0,9.0,17.0,1.0,3.0,14.0,199.0,5.0,1585.0
Spalding,13,2586.0,3.0,4.0,522.0,1.0,22.0,1.0,17.0,32.0,4.0,19.0,6.0,14.0,813.0,8.0,8.0,3.0,4.0,15.0,187.0,1.0,1684.0
Spalding,14,1985.0,5.0,3.0,293.0,2.0,13.0,1.0,15.0,48.0,18.0,8.0,13.0,16.0,456.0,8.0,8.0,4.0,2.0,7.0,246.0,4.0,1170.0
Spalding,16,4596.0,9.0,8.0,282.0,3.0,17.0,6.0,15.0,186.0,70.0,14.0,66.0,48.0,461.0,30.0,12.0,6.0,8.0,16.0,1299.0,17.0,2573.0
Spalding,17,2011.0,6.0,2.0,255.0,3.0,16.0,6.0,12.0,41.0,18.0,9.0,12.0,16.0,409.0,9.0,6.0,1.0,2.0,7.0,307.0,3.0,1140.0
Spalding,19,2664.0,3.0,2.0,530.0,2.0,21.0,0.0,10.0,69.0,18.0,14.0,14.0,25.0,719.0,10.0,7.0,4.0,2.0,12.0,395.0,5.0,1862.0
Spalding,20,2190.0,3.0,6.0,417.0,3.0,19.0,2.0,19.0,21.0,6.0,17.0,8.0,10.0,738.0,2.0,14.0,1.0,0.0,13.0,179.0,5.0,1483.0
Spalding,21,4716.0,5.0,13.0,957.0,4.0,27.0,3.0,18.0,132.0,23.0,16.0,33.0,41.0,1185.0,17.0,20.0,7.0,8.0,23.0,1178.0,13.0,3723.0
Toombs,15361 Lyons,0.0,11.0,17.0,712.0,4.0,25.0,5.0,21.0,87.0,24.0,32.0,38.0,43.0,728.0,12.0,7.0,4.0,1.0,75.0,344.0,6.0,2196.0
Toombs,39 Newbranch,0.0,7.0,2.0,429.0,2.0,15.0,0.0,8.0,19.0,2.0,10.0,4.0,4.0,419.0,2.0,5.0,1.0,2.0,42.0,73.0,0.0,1046.0
Toombs,43 Cedar Crossing,0.0,2.0,7.0,413.0,2.0,17.0,3.0,13.0,9.0,3.0,22.0,4.0,4.0,363.0,1.0,5.0,1.0,1.0,50.0,44.0,1.0,965.0
Toombs,513 VPD,0.0,8.0,11.0,1233.0,7.0,58.0,9.0,38.0,187.0,48.0,51.0,81.0,70.0,1189.0,16.0,28.0,6.0,14.0,102.0,767.0,12.0,3935.0
Toombs,514 STIALC,0.0,13.0,6.0,716.0,3.0,44.0,4.0,22.0,154.0,39.0,24.0,56.0,54.0,757.0,9.0,8.0,5.0,3.0,46.0,532.0,14.0,2509.0
Coweta,Senoia,5838.0,9.0,11.0,1210.0,12.0,52.0,7.0,61.0,134.0,26.0,41.0,30.0,109.0,1985.0,21.0,40.0,5.0,4.0,47.0,782.0,14.0,4600.0
Coweta,Moreland,2758.0,7.0,2.0,686.0,6.0,29.0,4.0,19.0,41.0,15.0,13.0,8.0,21.0,987.0,5.0,14.0,1.0,4.0,21.0,302.0,4.0,2189.0
Coweta,Pine Road,2095.0,2.0,2.0,461.0,4.0,20.0,2.0,19.0,35.0,4.0,11.0,6.0,11.0,737.0,3.0,11.0,2.0,2.0,11.0,184.0,3.0,1530.0
Coweta,Dresden,839.0,1.0,4.0,219.0,1.0,14.0,0.0,4.0,14.0,4.0,14.0,4.0,12.0,248.0,2.0,6.0,0.0,2.0,7.0,77.0,0.0,633.0
Coweta,Newnan,3478.0,7.0,11.0,314.0,6.0,19.0,8.0,23.0,150.0,45.0,10.0,44.0,51.0,464.0,15.0,20.0,5.0,5.0,9.0,939.0,12.0,2157.0
Coweta,Sharpsburg,4526.0,8.0,11.0,1027.0,10.0,55.0,7.0,44.0,86.0,19.0,27.0,23.0,55.0,1535.0,13.0,28.0,8.0,2.0,32.0,512.0,6.0,3508.0
Coweta,Fischer Road,4328.0,5.0,11.0,868.0,13.0,54.0,3.0,33.0,76.0,27.0,30.0,26.0,70.0,1421.0,22.0,21.0,5.0,3.0,24.0,661.0,8.0,3381.0
Coweta,Cedar Creek,5330.0,7.0,11.0,1172.0,12.0,40.0,7.0,35.0,98.0,29.0,21.0,24.0,77.0,1881.0,10.0,53.0,6.0,11.0,39.0,723.0,10.0,4266.0
Coweta,Grantville,2572.0,6.0,11.0,464.0,5.0,26.0,5.0,21.0,61.0,22.0,28.0,27.0,44.0,622.0,10.0,13.0,2.0,7.0,17.0,355.0,5.0,1751.0
Coweta,Haralson,2339.0,8.0,4.0,545.0,5.0,30.0,3.0,18.0,35.0,8.0,15.0,11.0,18.0,788.0,7.0,24.0,7.0,2.0,24.0,229.0,4.0,1785.0
Coweta,Welcome,3212.0,8.0,12.0,679.0,10.0,32.0,2.0,27.0,37.0,12.0,20.0,9.0,27.0,1043.0,10.0,18.0,2.0,1.0,12.0,373.0,6.0,2340.0
Coweta,Panther Creek,3028.0,12.0,4.0,579.0,4.0,18.0,3.0,19.0,51.0,19.0,25.0,12.0,37.0,925.0,6.0,22.0,3.0,3.0,14.0,375.0,7.0,2138.0
Coweta,Raymond,2492.0,4.0,3.0,582.0,2.0,24.0,5.0,15.0,51.0,11.0,20.0,10.0,25.0,824.0,3.0,11.0,5.0,0.0,22.0,272.0,14.0,1903.0
Coweta,Turin,4477.0,12.0,4.0,1000.0,6.0,39.0,7.0,26.0,75.0,13.0,23.0,28.0,59.0,1649.0,15.0,37.0,4.0,6.0,25.0,539.0,14.0,3581.0
Coweta,Smokey Road,2559.0,3.0,6.0,336.0,2.0,31.0,5.0,11.0,67.0,43.0,10.0,41.0,32.0,506.0,15.0,14.0,6.0,1.0,25.0,546.0,12.0,1712.0
Coweta,Central,4395.0,13.0,10.0,292.0,12.0,25.0,7.0,23.0,240.0,63.0,14.0,79.0,62.0,447.0,30.0,19.0,8.0,11.0,19.0,1030.0,14.0,2418.0
Coweta,Newnan Centre,20465.0,37.0,51.0,3128.0,40.0,180.0,32.0,175.0,805.0,223.0,101.0,275.0,427.0,4685.0,118.0,135.0,32.0,39.0,130.0,4197.0,78.0,14888.0
Coweta,Greentop,2846.0,6.0,4.0,445.0,6.0,22.0,4.0,19.0,118.0,17.0,18.0,33.0,42.0,693.0,13.0,17.0,7.0,7.0,18.0,506.0,14.0,2009.0
Coweta,Expo Center,1974.0,3.0,7.0,417.0,4.0,15.0,3.0,16.0,32.0,14.0,12.0,16.0,14.0,564.0,8.0,18.0,4.0,4.0,16.0,344.0,6.0,1517.0
Coweta,White Oak,4636.0,8.0,8.0,847.0,17.0,45.0,7.0,42.0,124.0,32.0,34.0,38.0,69.0,1344.0,21.0,38.0,5.0,8.0,30.0,743.0,8.0,3468.0
Coweta,Madras,4462.0,10.0,10.0,800.0,14.0,41.0,5.0,39.0,127.0,30.0,28.0,44.0,81.0,1319.0,25.0,30.0,14.0,8.0,28.0,837.0,9.0,3499.0
Coweta,Cannongate,3653.0,7.0,10.0,801.0,5.0,28.0,8.0,29.0,61.0,12.0,20.0,18.0,55.0,1291.0,8.0,31.0,8.0,5.0,19.0,479.0,8.0,2903.0
Coweta,Westside,838.0,0.0,2.0,81.0,1.0,3.0,3.0,2.0,33.0,12.0,0.0,12.0,10.0,80.0,3.0,3.0,1.0,0.0,3.0,273.0,7.0,529.0
Coweta,Northside,2285.0,1.0,3.0,430.0,2.0,21.0,3.0,20.0,53.0,16.0,12.0,19.0,39.0,644.0,5.0,19.0,1.0,2.0,7.0,445.0,4.0,1746.0
Coweta,Thomas Crossroads,4962.0,9.0,14.0,1090.0,11.0,55.0,3.0,40.0,86.0,15.0,33.0,26.0,58.0,1633.0,16.0,38.0,6.0,5.0,26.0,646.0,14.0,3824.0
Coweta,Coweta Central Library,1723.0,4.0,6.0,351.0,3.0,23.0,2.0,15.0,42.0,6.0,9.0,10.0,21.0,612.0,7.0,6.0,6.0,4.0,11.0,224.0,5.0,1367.0
Jasper,Wyatt,1940.0,4.0,3.0,374.0,4.0,24.0,1.0,9.0,39.0,12.0,15.0,11.0,12.0,615.0,5.0,3.0,1.0,2.0,16.0,192.0,2.0,1344.0
Jasper,Monticello,4516.0,4.0,15.0,804.0,5.0,27.0,8.0,18.0,145.0,41.0,22.0,52.0,54.0,1229.0,13.0,15.0,4.0,3.0,19.0,810.0,12.0,3300.0
Jasper,Martin-Burney,3976.0,7.0,9.0,964.0,7.0,57.0,3.0,35.0,36.0,7.0,28.0,16.0,25.0,1402.0,10.0,19.0,6.0,1.0,38.0,216.0,7.0,2893.0
Atkinson,Pearson County,1802.0,5.0,7.0,450.0,2.0,20.0,2.0,15.0,33.0,10.0,11.0,10.0,16.0,442.0,4.0,5.0,2.0,4.0,24.0,74.0,9.0,1145.0
Atkinson,Axson,742.0,2.0,3.0,244.0,1.0,12.0,3.0,3.0,10.0,1.0,4.0,1.0,7.0,166.0,1.0,3.0,0.0,1.0,14.0,19.0,1.0,496.0
Atkinson,Willacoochee,1311.0,3.0,7.0,249.0,2.0,14.0,1.0,10.0,51.0,15.0,8.0,16.0,22.0,238.0,2.0,2.0,1.0,2.0,20.0,156.0,9.0,828.0
Atkinson,Pearson City,944.0,5.0,5.0,95.0,0.0,9.0,3.0,10.0,55.0,16.0,13.0,26.0,11.0,100.0,8.0,0.0,3.0,1.0,5.0,157.0,4.0,526.0
DeKalb,Allgood Elem,2858.0,10.0,7.0,63.0,3.0,11.0,4.0,6.0,218.0,62.0,4.0,68.0,69.0,97.0,15.0,4.0,10.0,7.0,3.0,1236.0,14.0,1911.0
DeKalb,Ashford Park Elem,2432.0,5.0,8.0,288.0,10.0,12.0,5.0,18.0,56.0,13.0,6.0,15.0,84.0,617.0,8.0,23.0,4.0,13.0,10.0,758.0,7.0,1960.0
DeKalb,Austin,2538.0,4.0,4.0,421.0,4.0,11.0,2.0,8.0,54.0,6.0,9.0,14.0,85.0,716.0,9.0,16.0,3.0,8.0,5.0,795.0,7.0,2181.0
DeKalb,Avondale,2906.0,2.0,4.0,202.0,7.0,3.0,2.0,12.0,80.0,17.0,7.0,29.0,75.0,329.0,9.0,16.0,5.0,3.0,4.0,1705.0,12.0,2523.0
DeKalb,Austin Drive,2536.0,6.0,4.0,28.0,5.0,3.0,4.0,5.0,156.0,50.0,3.0,51.0,38.0,43.0,20.0,11.0,5.0,3.0,4.0,937.0,11.0,1387.0
DeKalb,Ashford Dunwoody Rd,2966.0,1.0,13.0,341.0,9.0,14.0,4.0,22.0,77.0,15.0,8.0,32.0,99.0,706.0,17.0,27.0,3.0,12.0,11.0,1052.0,5.0,2468.0
DeKalb,Ashford Parkside,3664.0,6.0,13.0,369.0,6.0,16.0,6.0,24.0,147.0,33.0,22.0,48.0,129.0,676.0,24.0,14.0,5.0,21.0,11.0,1145.0,19.0,2734.0
DeKalb,Avondale High,3151.0,1.0,12.0,96.0,14.0,4.0,6.0,6.0,137.0,24.0,3.0,41.0,74.0,182.0,15.0,23.0,5.0,7.0,5.0,1821.0,11.0,2487.0
DeKalb,Boulevard,4675.0,6.0,10.0,103.0,20.0,4.0,9.0,8.0,154.0,47.0,2.0,55.0,89.0,179.0,29.0,27.0,10.0,12.0,4.0,2838.0,11.0,3617.0
DeKalb,Briar Vista Elem,2965.0,6.0,9.0,179.0,11.0,6.0,5.0,5.0,127.0,32.0,8.0,37.0,118.0,275.0,15.0,24.0,9.0,13.0,8.0,1338.0,12.0,2237.0
DeKalb,Briarlake Elem,1752.0,4.0,3.0,170.0,9.0,5.0,2.0,10.0,37.0,5.0,4.0,10.0,45.0,311.0,9.0,10.0,4.0,0.0,5.0,822.0,9.0,1474.0
DeKalb,Briarwood,2428.0,4.0,8.0,172.0,7.0,10.0,6.0,13.0,119.0,21.0,5.0,36.0,88.0,440.0,11.0,17.0,8.0,5.0,10.0,769.0,11.0,1760.0
DeKalb,Brockett Elem,2752.0,6.0,3.0,209.0,11.0,14.0,5.0,10.0,153.0,32.0,9.0,46.0,66.0,304.0,24.0,9.0,11.0,13.0,4.0,1012.0,7.0,1948.0
DeKalb,Briarcliff,3122.0,6.0,13.0,259.0,9.0,9.0,0.0,21.0,110.0,27.0,10.0,31.0,118.0,477.0,15.0,14.0,6.0,11.0,12.0,1156.0,10.0,2314.0
DeKalb,Brockett,2681.0,7.0,12.0,206.0,14.0,7.0,3.0,14.0,158.0,30.0,10.0,36.0,79.0,304.0,21.0,20.0,9.0,11.0,6.0,960.0,19.0,1926.0
DeKalb,Brookhaven,3444.0,6.0,7.0,390.0,13.0,15.0,6.0,25.0,100.0,25.0,12.0,39.0,132.0,750.0,23.0,20.0,8.0,11.0,13.0,1120.0,9.0,2724.0
DeKalb,Browns Mill Elem,3829.0,6.0,7.0,23.0,5.0,3.0,2.0,5.0,313.0,91.0,3.0,95.0,55.0,51.0,42.0,3.0,15.0,19.0,2.0,2005.0,22.0,2767.0
DeKalb,Bouldercrest Road,2004.0,1.0,2.0,21.0,2.0,2.0,4.0,1.0,153.0,40.0,2.0,43.0,19.0,17.0,11.0,3.0,9.0,7.0,1.0,988.0,15.0,1341.0
DeKalb,Bethune Middle,4838.0,6.0,10.0,50.0,4.0,8.0,9.0,11.0,315.0,85.0,5.0,89.0,56.0,49.0,44.0,5.0,9.0,15.0,1.0,2027.0,24.0,2822.0
DeKalb,Burgess Elem,3493.0,5.0,3.0,57.0,21.0,4.0,5.0,8.0,149.0,46.0,4.0,37.0,84.0,108.0,15.0,19.0,12.0,9.0,3.0,2018.0,8.0,2615.0
DeKalb,Columbia Drive,2526.0,3.0,5.0,17.0,3.0,1.0,1.0,3.0,137.0,42.0,1.0,55.0,30.0,28.0,17.0,2.0,2.0,4.0,0.0,978.0,17.0,1346.0
DeKalb,Canby Lane Elem,2004.0,3.0,3.0,12.0,2.0,2.0,4.0,4.0,130.0,43.0,0.0,44.0,28.0,36.0,18.0,2.0,6.0,3.0,3.0,897.0,15.0,1255.0
DeKalb,Columbia Elem,1794.0,0.0,1.0,6.0,4.0,0.0,3.0,2.0,76.0,26.0,0.0,33.0,17.0,14.0,15.0,3.0,2.0,2.0,3.0,544.0,5.0,756.0
DeKalb,Cedar Grove Elem,4097.0,7.0,7.0,21.0,4.0,5.0,8.0,9.0,307.0,107.0,4.0,88.0,54.0,29.0,31.0,15.0,22.0,11.0,3.0,1898.0,18.0,2648.0
DeKalb,Chamblee,2231.0,2.0,7.0,168.0,7.0,15.0,9.0,12.0,136.0,36.0,12.0,47.0,86.0,309.0,18.0,28.0,3.0,5.0,8.0,701.0,14.0,1623.0
DeKalb,Candler-Murphey Candler Elem,3712.0,3.0,4.0,61.0,6.0,5.0,1.0,3.0,330.0,80.0,3.0,102.0,65.0,84.0,44.0,8.0,8.0,9.0,5.0,1661.0,16.0,2498.0
DeKalb,Chapel Hill Elem,3349.0,9.0,2.0,21.0,3.0,3.0,3.0,7.0,243.0,68.0,1.0,87.0,49.0,33.0,46.0,7.0,9.0,13.0,1.0,1617.0,21.0,2243.0
DeKalb,Chesnut Elem,2363.0,2.0,7.0,137.0,9.0,8.0,4.0,15.0,168.0,59.0,4.0,40.0,99.0,250.0,15.0,10.0,9.0,8.0,4.0,801.0,9.0,1658.0
DeKalb,Clairemont West,3264.0,4.0,9.0,151.0,6.0,2.0,3.0,7.0,112.0,18.0,5.0,34.0,92.0,239.0,28.0,12.0,2.0,11.0,4.0,2019.0,13.0,2771.0
DeKalb,Clairmont Road,3223.0,4.0,12.0,171.0,8.0,8.0,5.0,7.0,144.0,49.0,6.0,34.0,78.0,282.0,27.0,8.0,0.0,11.0,5.0,1489.0,12.0,2360.0
DeKalb,Clarkston,3878.0,13.0,17.0,50.0,13.0,19.0,5.0,18.0,344.0,119.0,7.0,96.0,66.0,71.0,39.0,13.0,9.0,10.0,2.0,1004.0,26.0,1941.0
DeKalb,Clifton,1731.0,3.0,5.0,12.0,4.0,5.0,0.0,3.0,109.0,35.0,3.0,28.0,21.0,27.0,11.0,1.0,2.0,2.0,1.0,759.0,12.0,1043.0
DeKalb,Columbia Middle,2178.0,2.0,7.0,11.0,0.0,3.0,4.0,3.0,133.0,46.0,1.0,40.0,32.0,14.0,19.0,5.0,6.0,6.0,2.0,799.0,14.0,1147.0
DeKalb,Coan Recreation Center,4230.0,5.0,7.0,85.0,14.0,4.0,4.0,16.0,188.0,60.0,11.0,63.0,132.0,153.0,36.0,33.0,12.0,15.0,5.0,2078.0,22.0,2943.0
DeKalb,Cross Keys High,2260.0,8.0,6.0,157.0,9.0,12.0,1.0,14.0,127.0,31.0,9.0,38.0,82.0,310.0,20.0,14.0,5.0,10.0,11.0,722.0,8.0,1594.0
